"Job","Actual cost of labor and materials","Actual cost of labor and materials per unit","Actual gross margin","Actual gross profit","Actual Job end date","Actual Job start date","Actual Labor cost","Actual Labor cost per person hour","Actual Labor cost per unit","Actual labor margin","Actual labor profit","Actual machine cost","Actual machine cost per unit","Actual materials cost","Actual materials cost per unit","Actual person hours","Actual person hours payable","Actual person hours per unit","Actual person hours productive","Actual total cost","Actual total cost per unit","Actual total margin","Actual total profit","Actual units per person hour","Availability","Customer name","Duration","Estimate name","Expected cost of labor and materials","Expected cost of labor and materials per unit","Expected gross margin","Expected gross profit","Expected Labor cost","Expected Labor cost per unit","Expected Labor margin","Expected Labor profit","Expected materials cost","Expected materials cost per unit","Expected total charge","Expected total charge per unit","Expected total cost","Expected total cost per unit","Expected total margin","Expected total profit","Invoice ID","Invoiced","Invoice date","Item alternate code 1","Item alternate code 2","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Job comments","Job reference","Job status","Labor charge","Labor charge per person hour","Labor charge per unit","Labor percentage of charge","Line Efficiency","Line leader name","Line name","Machine hours","Machine Hours per unit","Machine hours productive","Materials charge","Materials charge per unit","Number of personnel","Number of Time Records","Overhead charge","Overhead charge per unit","Overhead cost","Overhead cost per unit","Performance","Project code","Project description","Project ID","Project reference 1","Project reference 2","Project Reference 3","Reconciliation completed at","Reconciliation status","Scenario name","Service Category","Signed Off","Site name","Standard people","Standard person hours","Standard Person Hours per unit","Standard units per hour","Total charge","Total charge per unit","Unit of measure","Units expected","Units produced","Units remaining"
"3991531","4019.19","5.21296","-25.61%","-819.54","2020-Jan-09 11:58 PM","2020-Jan-09 03:00 PM","739.14","14.97","0.95867","49.81%","733.47","0.00","0.00000","3280.05","4.25429","52.38","49.38","0.06145","47.38","4019.19","5.21296","-25.61%","-819.54","16.27","100.00%","Mondelez","8.98","00125460075300 - GUM2","0.00","0.00000","100.00%","3199.65","0.00","0.00000","100.00%","1472.61","0.00","0.00000","3199.65","4.15","0.00","0.00000","-25.61%","-819.54","","No","","00125460075300","","","","MONDELZ-NC-03","Mondelez","00125460075300 Trident Splash Strawberry Lime 24/15ct","","Finished Good","","","Stopped","1472.61","28.12","1.91000","23.10%","53.18%","","GUM2","","0.00000","0.00","1727.04","2.24000","7.00","7","0.00","0.00000","0.00","0.00000","53.18%","2057652","","2057652","","","","2020-Jan-10 01:00 PM","Reconciliation complete","L - 00125460075300","","No","Newcomerstown","5.00000","25.20","0.03268","153.00000","3199.65","4.15000","cs","771.00000","771.00000","0.00"
"3992597","1657.10","0.05006","61.93%","2695.55","2020-Jan-10 02:46 PM","2020-Jan-09 03:00 PM","1657.10","15.20","0.05006","61.93%","2695.55","0.00","0.00000","0.00","0.00000","112.49","108.99","0.00322","106.65","1657.10","0.05006","61.93%","2695.55","310.35","100.00%","Hills Pet Nutrition, Inc.","23.78","605026 - DOUBLE HEADER","0.00","0.00000","100.00%","4352.65","0.00","0.00000","100.00%","4352.65","0.00","0.00000","4352.65","0.1315","0.00","0.00000","61.93%","2695.55","","No","","605026","","","","HILLSPET-NC-40WIP","Hills Pet Nutrition, Inc.","605026 PD K/D Feline w/Chick 5.25oz Bag","","WIP","","","Stopped","4352.65","38.69","0.13150","38.07%","55.17%","","DOUBLE HEADER","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","55.17%","2059515","","2059515","","","","2020-Jan-17 05:18 PM","Reconciliation complete","19-2231 - 605026","","No","Newcomerstown","8.00000","58.84","0.00178","4500.00000","4352.65","0.13150","ea","15000.00000","33100.00000","-18100.00"
"3992960","569.90","0.50478","33.66%","289.16","2020-Jan-09 06:57 PM","2020-Jan-09 03:00 PM","569.90","14.61","0.50478","33.66%","289.16","0.00","0.00000","0.00","0.00000","39.01","39.01","0.03293","37.18","569.90","0.50478","33.66%","289.16","30.37","100.00%","The JM Smucker Company","3.96","7910000811 - SUP7-GOODMORNINGS","0.00","0.00000","100.00%","859.06","0.00","0.00000","100.00%","859.06","0.00","0.00000","859.06","0.7609","0.00","0.00000","33.66%","289.16","","No","","7910000811","","","","SMCKRS-NC-35","The JM Smucker Company","7910000811 4/6Oz Mlk Bn Good Morning Healthy Joints","","Finished Good","","","Stopped","859.06","22.02","0.76090","66.34%","67.49%","","SUP7-GOODMORNINGS","","0.00000","0.00","0.00","0.00000","9.00","11","0.00","0.00000","0.00","0.00000","67.49%","2032289","","2032289","","","","2020-Jan-09 06:51 PM","Reconciliation complete","L - 7910000811","","No","Newcomerstown","10.00000","25.09","0.02222","450.00000","859.06","0.76090","cs","1000.00000","1129.00000","-129.00"
"3985924","302.25","0.48516","75.96%","955.03","2020-Jan-09 03:30 PM","2020-Jan-09 01:00 PM","302.25","15.05","0.48516","27.86%","116.72","0.00","0.00000","0.00","0.00000","20.08","20.08","0.03010","18.75","302.25","0.48516","75.96%","955.03","33.23","100.00%","Mars / Wrigley","2.51","10195481 - SK3-180CT","0.00","0.00000","100.00%","1289.30","0.00","0.00000","100.00%","418.97","0.00","0.00000","1289.30","2.06951","0.00","0.00000","76.56%","987.05","","No","","10195481","","","","MARS-NC-17","Mars / Wrigley","10195481 Ecl Spr Sfp 180P // 06B S Us WMT","","Finished Good","","","Stopped","418.97","20.86","0.67251","24.04%","45.83%","","SK3-180CT","","0.00000","0.00","870.33","1.39700","8.00","8","0.00","0.00000","0.00","0.00000","45.83%","2055416","","2055416","","","","2020-Jan-11 08:52 AM","Reconciliation complete","L - 10195481","","No","Newcomerstown","6.00000","8.59","0.01379","435.00000","1257.28","2.01811","cs","2560.00000","623.00000","1937.00"
"3988847","729.60","19.20007","49.70%","720.80","2020-Jan-09 03:25 PM","2020-Jan-09 11:00 AM","729.60","14.54","19.20007","49.70%","720.80","0.00","0.00000","0.00","0.00000","50.17","50.17","1.27211","48.34","729.60","19.20007","49.70%","720.80","0.79","100.00%","The JM Smucker Company","4.42","7910051025 - BONES1","0.00","0.00000","100.00%","1450.40","0.00","0.00000","100.00%","1450.40","0.00","0.00000","1450.40","38.1684","0.00","0.00000","49.70%","720.80","","No","","7910051025","","","","SMCKRS-NC-50","The JM Smucker Company","7910051025 126 / 37Oz Bf / Fil Pallet","","Finished Good","","","Stopped","1450.40","28.91","38.16840","50.30%","87.34%","","BONES1","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","87.34%","2009273","","2009273","","","","2020-Jan-10 12:13 PM","Reconciliation complete","L - 7910051025","","No","Newcomerstown","10.00000","42.22","1.11111","9.00000","1450.40","38.16840","cs","30.00000","38.00000","-8.00"
"3990672","547.43","0.55918","72.43%","1438.15","2020-Jan-09 01:02 PM","2020-Jan-09 08:00 AM","547.43","15.05","0.55918","16.85%","110.95","0.00","0.00000","0.00","0.00000","40.37","36.37","0.02736","26.78","547.43","0.55918","72.43%","1438.15","36.55","76.44%","Mars / Wrigley","5.05","10195498 - SK3-180CT","0.00","0.00000","100.00%","2087.44","0.00","0.00000","100.00%","658.39","0.00","0.00000","2087.44","2.13222","0.00","0.00000","73.77%","1540.01","","No","","10195498","","","","MARS-NC-21","Mars / Wrigley","10195498 Jcy Frt Sxc 120P // 06B S Us WMT","","Finished Good","","","Stopped","658.39","16.31","0.67251","27.57%","38.54%","","SK3-180CT","","0.00000","0.00","1429.06","1.45971","8.00","8","0.00","0.00000","0.00","0.00000","50.42%","2055413","","2055413","","","","2020-Jan-10 02:28 PM","Reconciliation complete","L - 10195498","","No","Newcomerstown","6.00000","13.50","0.01379","435.00000","1985.58","2.02817","cs","1073.00000","979.00000","94.00"
"3988798","1163.60","0.63343","16.75%","234.17","2020-Jan-09 03:28 PM","2020-Jan-09 07:15 AM","1163.60","14.85","0.63343","16.75%","234.17","0.00","0.00000","0.00","0.00000","83.37","78.37","0.01822","33.47","1163.60","0.63343","16.75%","234.17","54.88","44.61%","The JM Smucker Company","8.23","7910000811 - SUP7-GOODMORNINGS","0.00","0.00000","100.00%","1397.77","0.00","0.00000","100.00%","1397.77","0.00","0.00000","1397.77","0.7609","0.00","0.00000","16.75%","234.17","","No","","7910000811","","","","SMCKRS-NC-35","The JM Smucker Company","7910000811 4/6Oz Mlk Bn Good Morning Healthy Joints","","Finished Good","","","Stopped","1397.77","16.77","0.76090","83.25%","54.40%","","SUP7-GOODMORNINGS","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","121.95%","2032289","","2032289","","","","2020-Jan-09 06:51 PM","Reconciliation complete","L - 7910000811","","No","Newcomerstown","10.00000","40.82","0.02222","450.00000","1397.77","0.76090","cs","2934.00000","1837.00000","1097.00"
"3978343","1608.54","94.62000","82.51%","7588.65","2020-Jan-09 03:28 PM","2020-Jan-09 06:30 AM","1608.54","14.28","94.62000","76.30%","5178.11","0.00","0.00000","0.00","0.00000","119.62","112.62","6.35034","107.96","1608.54","94.62000","82.51%","7588.65","0.16","100.00%","Mars / Wrigley","8.97","10216484 - SK5-CANISTER","0.00","0.00000","100.00%","9197.19","0.00","0.00000","100.00%","6786.65","0.00","0.00000","9197.19","541.011","0.00","0.00000","82.51%","7588.65","","No","","10216484","","","","MARS-NC-50","Mars / Wrigley","10216484 Easter Jelly Bean - Pallet Displays 300Ct","","Finished Good","","","Stopped","6786.65","56.73","399.21460","17.49%","110.23%","","SK5-CANISTER","","0.00000","0.00","2410.54","141.79640","14.00","14","0.00","0.00000","0.00","0.00000","110.23%","2051986","","2051986","","","","","Reconciliation in-progress","19-2213 - 10216484","","No","Newcomerstown","14.00000","119.00","7.00000","2.00000","9197.19","541.01100","pl","18.00000","17.00000","1.00"
"3983563","667.13","0.31174","82.02%","3043.09","2020-Jan-09 04:04 PM","2020-Jan-09 06:30 AM","667.13","15.14","0.31174","59.36%","974.25","0.00","0.00000","0.00","0.00000","46.55","44.05","0.01981","42.39","667.13","0.31174","82.02%","3043.09","50.49","100.00%","Mars / Wrigley","9.57","M1409200 - SK1-PEG BAG","0.00","0.00000","100.00%","3802.95","0.00","0.00000","100.00%","1641.38","0.00","0.00000","3802.95","1.77708","0.00","0.00000","82.46%","3135.82","","No","","M1409200","","","","MARS-NC-45","Mars / Wrigley","M1409200 Skittles Original Resealable Bag 7.2 Oz","","Finished Good","","","Stopped","1641.38","35.26","0.76700","17.98%","85.86%","","SK1-PEG BAG","","0.00000","0.00","2161.57","1.01008","7.00","7","0.00","0.00000","0.00","0.00000","85.86%","2050396","","2050396","","","","2020-Jan-11 10:21 AM","Reconciliation complete","L - M1409200","","No","Newcomerstown","5.00000","36.39","0.01701","294.00000","3710.23","1.73375","cs","2080.00000","2140.00000","-60.00"
"3983701","653.00","0.60018","84.29%","3502.91","2020-Jan-09 03:41 PM","2020-Jan-09 06:30 AM","650.29","15.13","0.59770","68.72%","1428.63","0.00","0.00000","2.70","0.00248","45.49","42.99","0.03798","41.33","653.00","0.60018","84.29%","3502.91","26.33","100.00%","Mars / Wrigley","9.20","10195546 - SK4-20CT GUM1","0.00","0.00000","100.00%","4314.87","0.00","0.00000","100.00%","2078.93","0.00","0.00000","4314.87","3.96587","0.00","0.00000","84.87%","3661.87","","No","","10195546","","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","","Stopped","2078.93","45.70","1.91078","15.65%","86.04%","","SK4-20CT GUM1","","0.00000","0.00","2235.94","2.05509","7.00","7","0.00","0.00000","0.00","0.00000","86.04%","2052195","","2052195","","","","2020-Jan-09 11:38 PM","Reconciliation complete","L - 10195546","","No","Newcomerstown","5.00000","35.56","0.03268","153.00000","4155.91","3.81977","cs","1173.00000","1088.00000","85.00"
"3985928","726.25","0.26544","65.85%","1400.17","2020-Jan-09 11:34 AM","2020-Jan-09 06:30 AM","726.25","14.56","0.26544","65.85%","1400.17","0.00","0.00000","0.00","0.00000","55.88","49.88","0.01750","47.88","726.25","0.26544","65.85%","1400.17","57.14","100.00%","The JM Smucker Company","5.07","7910077250 - BONES1","0.00","0.00000","100.00%","2126.42","0.00","0.00000","100.00%","2126.42","0.00","0.00000","2126.42","0.7772","0.00","0.00000","65.85%","1400.17","","No","","7910077250","","","","SMCKRS-NC-62","The JM Smucker Company","7910077250 2Ct Mini Bone","","Finished Good","","","Stopped","2126.42","38.05","0.77720","34.15%","82.22%","","BONES1","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","82.22%","2009291","","2009291","","","","2020-Jan-09 11:34 AM","Reconciliation complete","L - 7910077250","","No","Newcomerstown","12.00000","39.37","0.01439","834.00000","2126.42","0.77720","cs","2629.00000","2736.00000","-107.00"
"3988607","4753.37","2.93781","-21.90%","-853.99","2020-Jan-09 03:29 PM","2020-Jan-09 06:30 AM","808.12","15.41","0.49945","58.72%","1149.66","0.00","0.00000","3945.26","2.43835","52.45","52.45","0.03149","50.95","4753.37","2.93781","-21.90%","-853.99","31.76","97.14%","Mondelez","8.99","704620013300 - SP1/SP2","0.00","0.00000","100.00%","3899.38","0.00","0.00000","100.00%","1957.78","0.00","0.00000","3899.38","2.41","0.00","0.00000","-21.90%","-853.99","","No","","704620013300","","","","MONDELZ-NC-07","Mondelez","704620013300 9Oz Sourpatch Big Kids Bag 12/Cs","","Finished Good","","","Stopped","1957.78","37.32","1.21000","20.72%","96.40%","","SP2","","0.00000","0.00","1941.60","1.20000","6.00","6","0.00","0.00000","0.00","0.00000","99.23%","2050789","","2050789","","","","2020-Jan-11 10:50 AM","Reconciliation complete","L - 704620013300","","No","Newcomerstown","6.00000","50.56","0.03125","192.00000","3899.38","2.41000","cs","1618.00000","1618.00000","0.00"
"3988616","4070.09","3.04419","-26.32%","-847.92","2020-Jan-09 03:28 PM","2020-Jan-09 06:30 AM","776.44","14.98","0.58073","52.01%","841.33","0.00","0.00000","3293.65","2.46346","51.84","51.84","0.03501","46.80","4070.09","3.04419","-26.32%","-847.92","28.57","90.27%","Mondelez","8.97","704620020700 - SP1/SP2","0.00","0.00000","100.00%","3222.17","0.00","0.00000","100.00%","1617.77","0.00","0.00000","3222.17","2.41","0.00","0.00000","-26.32%","-847.92","","No","","704620020700","","","","MONDELZ-NC-09","Mondelez","704620020700 10Oz Sour Patch Strawberry Bag 12/Cs","","Finished Good","","","Stopped","1617.77","31.20","1.21000","24.10%","80.59%","","SP1","","0.00000","0.00","1604.40","1.20000","6.00","6","0.00","0.00000","0.00","0.00000","89.27%","2052853","","2052853","","","","2020-Jan-11 06:45 PM","Reconciliation complete","L - 704620020700","","No","Newcomerstown","6.00000","41.78","0.03125","192.00000","3222.17","2.41000","cs","1337.00000","1337.00000","0.00"
"3988813","1257.82","0.21399","68.31%","2711.01","2020-Jan-09 03:30 PM","2020-Jan-09 06:30 AM","1257.82","14.63","0.21399","68.31%","2711.01","0.00","0.00000","0.00","0.00000","86.00","86.00","0.01463","86.00","1257.82","0.21399","68.31%","2711.01","68.35","100.00%","The JM Smucker Company","9.00","7910072094 - BONES1","0.00","0.00000","100.00%","3968.83","0.00","0.00000","100.00%","3968.83","0.00","0.00000","3968.83","0.6752","0.00","0.00000","68.31%","2711.01","","No","","7910072094","","","","SMCKRS-NC-57","The JM Smucker Company","7910072094 25Oz Mkb Soft Chewy Filet 2 Pack","","Finished Good","","","Stopped","3968.83","46.15","0.67520","31.69%","96.95%","","BONES2","","0.00000","0.00","0.00","0.00000","10.00","10","0.00","0.00000","0.00","0.00000","96.95%","2009279","","2009279","","","","2020-Jan-09 03:38 PM","Reconciliation complete","L - 7910072094","","No","Newcomerstown","10.00000","83.38","0.01418","705.00000","3968.83","0.67520","cs","5792.00000","5878.00000","-86.00"
"3988864","99.81","0.00000","0.00%","-99.81","2020-Jan-09 07:48 AM","2020-Jan-09 06:30 AM","99.81","15.67","0.00000","0.00%","-99.81","0.00","0.00000","0.00","0.00000","6.37","6.37","0.00000","6.37","99.81","0.00000","0.00%","-99.81","0.00","100.00%","Mondelez","1.31","00125460075300 - GUM2","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","4.15","0.00","0.00000","0.00%","-99.81","","No","","00125460075300","","","","MONDELZ-NC-03","Mondelez","00125460075300 Trident Splash Strawberry Lime 24/15ct","","Finished Good","","","Stopped","0.00","0.00","1.91000","","0.00%","","GUM2","","0.00000","0.00","0.00","2.24000","6.00","6","0.00","0.00000","0.00","0.00000","0.00%","2057652","","2057652","","","","","Needs to be reconciled","L - 00125460075300","","No","Newcomerstown","5.00000","0.00","0.03268","153.00000","0.00","4.15000","cs","0.00000","0.00000","0.00"
"3988921","470.07","0.55630","84.02%","2472.15","2020-Jan-09 01:00 PM","2020-Jan-09 06:30 AM","470.07","15.16","0.55630","53.86%","548.75","0.00","0.00000","0.00","0.00000","31.00","31.00","0.03669","31.00","470.07","0.55630","84.02%","2472.15","27.26","100.00%","Mars / Wrigley","6.50","E8939000 - SK2-SOUR","0.00","0.00000","100.00%","3031.79","0.00","0.00000","100.00%","1018.82","0.00","0.00000","3031.79","3.58792","0.00","0.00000","84.50%","2561.72","","No","","E8939000","","","","MARS-NC-44","Mars / Wrigley","E8939000 Skt Original - 12 Pack Drc","","Finished Good","","","Stopped","1018.82","32.87","1.20570","15.98%","60.57%","","SK2-SOUR","","0.00000","0.00","2012.98","2.38222","5.00","5","0.00","0.00000","0.00","0.00000","60.57%","2052136","","2052136","","","","2020-Jan-10 02:28 PM","Reconciliation complete","L - E8939000","","No","Newcomerstown","5.00000","18.78","0.02222","225.00000","2942.22","3.48192","cs","841.00000","845.00000","-4.00"
"3989144","2862.81","10.48650","-24.46%","-562.63","2020-Jan-09 03:17 PM","2020-Jan-09 06:30 AM","561.42","15.24","2.05650","33.90%","287.96","0.00","0.00000","2301.39","8.43000","38.83","36.83","0.12941","35.33","2862.81","10.48650","-24.46%","-562.63","7.73","100.00%","Blue Buffalo","8.80","802739 - SUP6","0.00","0.00000","100.00%","2300.19","0.00","0.00000","100.00%","849.38","0.00","0.00000","2300.19","8.4256","0.00","0.00000","-24.46%","-562.63","","No","","802739","","","","BLUEBUFF-NC-02","Blue Buffalo","802739 Blue Bits Chicken Sample .5Ozdg Petsmart Coupon","","Finished Good","","","Stopped","849.38","21.87","3.11130","24.41%","49.06%","","SUP6","","0.00000","0.00","1450.80","5.31430","6.00","6","0.00","0.00000","0.00","0.00000","49.06%","2007186","","2007186","","","","2020-Jan-13 08:47 AM","Reconciliation complete","L - 802739","","No","Newcomerstown","4.00000","17.33","0.06349","63.00000","2300.19","8.42560","cs","273.00000","273.00000","0.00"
"3988858","2637.42","4.97627","-19.05%","-422.02","2020-Jan-08 11:31 PM","2020-Jan-08 06:15 PM","390.99","14.80","0.73771","61.38%","621.31","0.00","0.00000","2246.43","4.23856","28.92","26.42","0.04797","25.42","2637.42","4.97627","-19.05%","-422.02","20.85","100.00%","Mondelez","5.28","00125460074700 - GUM2","0.00","0.00000","100.00%","2215.40","0.00","0.00000","100.00%","1012.30","0.00","0.00000","2215.40","4.18","0.00","0.00000","-19.05%","-422.02","","No","","00125460074700","","","","MONDELZ-NC-02","Mondelez","00125460074700 Trident Spearmint 24/20ct","","Finished Good","","","Stopped","1012.30","35.00","1.91000","17.65%","68.13%","","GUM2","","0.00000","0.00","1203.10","2.27000","6.00","6","0.00","0.00000","0.00","0.00000","68.13%","2057648","","2057648","","","","2020-Jan-08 11:31 PM","Reconciliation complete","L - 00125460074700","","No","Newcomerstown","5.00000","17.32","0.03268","153.00000","2215.40","4.18000","cs","530.00000","530.00000","0.00"
"3985915","822.73","0.43832","78.39%","2984.15","2020-Jan-09 12:00 AM","2020-Jan-08 03:35 PM","822.73","14.82","0.43832","34.82%","439.57","0.00","0.00000","0.00","0.00000","59.01","55.51","0.02659","49.91","822.73","0.43832","78.39%","2984.15","37.61","93.86%","Mars / Wrigley","8.43","10195498 - SK3-180CT","0.00","0.00000","100.00%","4002.18","0.00","0.00000","100.00%","1262.30","0.00","0.00000","4002.18","2.13222","0.00","0.00000","79.44%","3179.45","","No","","10195498","","","","MARS-NC-21","Mars / Wrigley","10195498 Jcy Frt Sxc 120P // 06B S Us WMT","","Finished Good","","","Stopped","1262.30","21.39","0.67251","21.61%","48.69%","","SK3-180CT","","0.00000","0.00","2739.88","1.45971","7.00","7","0.00","0.00000","0.00","0.00000","51.87%","2055413","","2055413","","","","2020-Jan-10 02:28 PM","Reconciliation complete","L - 10195498","","No","Newcomerstown","6.00000","25.89","0.01379","435.00000","3806.88","2.02817","cs","3697.00000","1877.00000","1820.00"
"3978338","1855.14","109.12596","79.83%","7342.05","2020-Jan-08 11:56 PM","2020-Jan-08 03:30 PM","1855.14","14.72","109.12596","72.66%","4931.51","0.00","0.00000","0.00","0.00000","134.06","126.06","7.10172","120.73","1855.14","109.12596","79.83%","7342.05","0.14","100.00%","Mars / Wrigley","8.44","10216484 - SK5-CANISTER","0.00","0.00000","100.00%","9197.19","0.00","0.00000","100.00%","6786.65","0.00","0.00000","9197.19","541.011","0.00","0.00000","79.83%","7342.05","","No","","10216484","","","","MARS-NC-50","Mars / Wrigley","10216484 Easter Jelly Bean - Pallet Displays 300Ct","","Finished Good","","","Stopped","6786.65","50.62","399.21460","20.17%","98.57%","","SK5-CANISTER","","0.00000","0.00","2410.54","141.79640","16.00","16","0.00","0.00000","0.00","0.00000","98.57%","2051986","","2051986","","","","","Reconciliation in-progress","19-2213 - 10216484","","No","Newcomerstown","14.00000","119.00","7.00000","2.00000","9197.19","541.01100","pl","35.00000","17.00000","18.00"
"3982156","1602.95","2.71227","-70.77%","-664.27","2020-Jan-08 08:54 PM","2020-Jan-08 03:00 PM","664.27","14.70","1.12397","29.23%","274.42","0.00","0.00000","938.69","1.58830","49.68","45.18","0.07391","43.68","1602.95","2.71227","-70.77%","-664.27","13.53","100.00%","Hills Pet Nutrition, Inc.","5.91","2210 - MICROBAG","0.00","0.00000","100.00%","938.69","0.00","0.00000","100.00%","938.69","0.00","0.00000","938.69","1.5883","0.00","0.00000","-70.77%","-664.27","","No","","2210","","","","HILLSPET-NC-29","Hills Pet Nutrition, Inc.","2210 Science Diet Ktn Hd 6 X 1Lb Trial Bag Case","","Finished Good","","","Stopped","938.69","18.89","1.58830","70.77%","50.92%","","MICROBAG","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","50.92%","2025411","","2025411","","","","2020-Jan-08 08:51 PM","Reconciliation complete","L - 2210","","No","Newcomerstown","7.00000","22.24","0.03763","186.00000","938.69","1.58830","cs","657.00000","591.00000","66.00"
"3982354","1379.83","0.20954","73.04%","3738.03","2020-Jan-08 11:49 PM","2020-Jan-08 03:00 PM","1379.83","14.54","0.20954","73.04%","3738.03","0.00","0.00000","0.00","0.00000","100.90","94.90","0.01380","90.90","1379.83","0.20954","73.04%","3738.03","72.44","100.00%","The JM Smucker Company","8.83","7910077250 - BONES1","0.00","0.00000","100.00%","5117.86","0.00","0.00000","100.00%","5117.86","0.00","0.00000","5117.86","0.7772","0.00","0.00000","73.04%","3738.03","","No","","7910077250","","","","SMCKRS-NC-62","The JM Smucker Company","7910077250 2Ct Mini Bone","","Finished Good","","","Stopped","5117.86","50.72","0.77720","26.96%","104.23%","","BONES1","","0.00000","0.00","0.00","0.00000","11.00","13","0.00","0.00000","0.00","0.00000","104.23%","2009291","","2009291","","","","2020-Jan-09 11:34 AM","Reconciliation complete","L - 7910077250","","No","Newcomerstown","12.00000","94.75","0.01439","834.00000","5117.86","0.77720","cs","6394.00000","6585.00000","-191.00"
"3983558","624.69","0.33388","80.74%","2619.15","2020-Jan-09 12:09 AM","2020-Jan-08 03:00 PM","624.69","15.13","0.33388","56.47%","810.36","0.00","0.00000","0.00","0.00000","43.78","41.28","0.02117","39.61","624.69","0.33388","80.74%","2619.15","47.23","100.00%","Mars / Wrigley","9.16","M1409200 - SK1-PEG BAG","0.00","0.00000","100.00%","3324.92","0.00","0.00000","100.00%","1435.06","0.00","0.00000","3324.92","1.77708","0.00","0.00000","81.21%","2700.22","","No","","M1409200","","","","MARS-NC-45","Mars / Wrigley","M1409200 Skittles Original Resealable Bag 7.2 Oz","","Finished Good","","","Stopped","1435.06","32.78","0.76700","19.26%","80.32%","","SK1-PEG BAG","","0.00000","0.00","1889.86","1.01008","5.00","5","0.00","0.00000","0.00","0.00000","80.32%","2050396","","2050396","","","","2020-Jan-11 10:21 AM","Reconciliation complete","L - M1409200","","No","Newcomerstown","5.00000","31.82","0.01701","294.00000","3243.85","1.73375","cs","2080.00000","1871.00000","209.00"
"3983691","626.95","1.05904","72.27%","1634.35","2020-Jan-09 12:01 AM","2020-Jan-08 03:00 PM","622.78","15.15","1.05199","44.94%","508.40","0.00","0.00000","4.17","0.00705","43.60","41.10","0.06662","39.44","626.95","1.05904","72.27%","1634.35","15.01","100.00%","Mars / Wrigley","9.02","10195546 - SK4-20CT GUM1","0.00","0.00000","100.00%","2347.80","0.00","0.00000","100.00%","1131.18","0.00","0.00000","2347.80","3.96587","0.00","0.00000","73.30%","1720.84","","No","","10195546","","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","","Stopped","1131.18","25.94","1.91078","27.54%","49.06%","","SK4-20CT GUM1","","0.00000","0.00","1216.61","2.05509","5.00","5","0.00","0.00000","0.00","0.00000","49.06%","2052195","","2052195","","","","2020-Jan-09 11:38 PM","Reconciliation complete","L - 10195546","","No","Newcomerstown","5.00000","19.35","0.03268","153.00000","2261.30","3.81977","cs","1173.00000","592.00000","581.00"
"3985920","1164.89","0.24643","63.50%","2026.78","2020-Jan-08 11:51 PM","2020-Jan-08 03:00 PM","1164.89","14.63","0.24643","63.50%","2026.78","0.00","0.00000","0.00","0.00000","84.64","79.64","0.01614","76.30","1164.89","0.24643","63.50%","2026.78","61.95","100.00%","The JM Smucker Company","8.86","7910072094 - BONES1","0.00","0.00000","100.00%","3191.67","0.00","0.00000","100.00%","3191.67","0.00","0.00000","3191.67","0.6752","0.00","0.00000","63.50%","2026.78","","No","","7910072094","","","","SMCKRS-NC-57","The JM Smucker Company","7910072094 25Oz Mkb Soft Chewy Filet 2 Pack","","Finished Good","","","Stopped","3191.67","37.71","0.67520","36.50%","87.87%","","BONES2","","0.00000","0.00","0.00","0.00000","10.00","10","0.00","0.00000","0.00","0.00000","87.87%","2009279","","2009279","","","","2020-Jan-09 03:38 PM","Reconciliation complete","L - 7910072094","","No","Newcomerstown","10.00000","67.05","0.01418","705.00000","3191.67","0.67520","cs","5405.00000","4727.00000","678.00"
"3987420","1124.39","5.11088","-22.27%","-204.79","2020-Jan-08 05:45 PM","2020-Jan-08 03:00 PM","180.21","14.66","0.81915","57.11%","239.99","0.00","0.00000","944.18","4.29173","12.29","12.29","0.05207","11.46","1124.39","5.11088","-22.27%","-204.79","19.20","100.00%","Mondelez","2.76","00125460074500 - GUM2","0.00","0.00000","100.00%","919.60","0.00","0.00000","100.00%","420.20","0.00","0.00000","919.60","4.18","0.00","0.00000","-22.27%","-204.79","","No","","00125460074500","","","","MONDELZ-NC-01","Mondelez","00125460074500 Trident Peppermint 24/20ct","","Finished Good","","","Stopped","420.20","34.19","1.91000","19.60%","62.76%","","GUM2","","0.00000","0.00","499.40","2.27000","5.00","5","0.00","0.00000","0.00","0.00000","62.76%","2025000","","2025000","","","","2020-Jan-08 05:44 PM","Reconciliation complete","L - 00125460074500","","No","Newcomerstown","5.00000","7.19","0.03268","153.00000","919.60","4.18000","cs","220.00000","220.00000","0.00"
