"Project ID","Created date","Customer name","Due date","Estimate name","Has Estimate","Has uninvoiced charge","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Date last Job completed ","Performance","Planned end","Planned start","Project code","Project description","Project status","Reference 1","Reference 2","Reference 3","Scenario name","Site name","Standard people","Standard units per hour","Total charge","Uninvoiced total charge","Uninvoiced total charge per unit","Uninvoiced units produced","Unit of measure","Units expected","Units Produced","Units remaining"
"2066311","2020-Jan-15 11:38 AM","Hills Pet Nutrition, Inc.","2020-Jan-24 11:38 AM","2210 - MICROBAG","Yes","No","","","HILLSPET-NC-29","Hills Pet Nutrition, Inc.","2210 Science Diet Ktn Hd 6 X 1Lb Trial Bag Case","","Finished Good","","100.00%","2020-Jan-22 06:24 PM","2020-Jan-20 11:38 AM","2066311","","Booked","","","","L - 2210","Newcomerstown","7.00","186.00000","0.00","0.00","1.58830","0.00000","cases","6900.00000","0.00000","6900.00000"
"2065451","2020-Jan-14 03:04 PM","The JM Smucker Company","2020-Mar-13 03:04 PM","7910072093 - BONES1","Yes","No","","","SMCKRS-NC-56","The JM Smucker Company","7910072093 Mkb 25Oz Soft Chewy Chicken 2 Pack","","Finished Good","","100.00%","","","2065451","","Open","","","","L - 7910072093","Newcomerstown","10.00","705.00000","0.00","0.00","0.67520","","cases","19008.00000","0.00000","19008.00000"
"2065444","2020-Jan-14 03:01 PM","The JM Smucker Company","","7910053149 - BLISTERPACK","Yes","No","","","SMCKRS-NC-80","The JM Smucker Company","7910053149 MKB Mixed Stacker 15 Count","","Finished Good","","100.00%","2020-Jan-27 03:27 PM","2020-Jan-27 03:01 PM","2065444","","Booked","","","","L - 7910053149","Newcomerstown","10.00","234.00000","0.00","0.00","1.77580","","cases","100.00000","0.00000","100.00000"
"2065437","2020-Jan-14 02:59 PM","The JM Smucker Company","2020-Mar-13 02:59 PM","7910051025 - BONES1","Yes","No","","","SMCKRS-NC-50","The JM Smucker Company","7910051025 126 / 37Oz Bf / Fil Pallet","","Finished Good","","100.00%","","","2065437","","Open","","","","L - 7910051025","Newcomerstown","10.00","9.00000","0.00","0.00","38.16840","","cases","120.00000","0.00000","120.00000"
"2065050","2020-Jan-14 01:53 PM","The JM Smucker Company","2020-Mar-13 01:53 PM","7910000555-1 - PILLPOCKET","Yes","No","","","SMCKRS-NC-30WIP","The JM Smucker Company","7910000555-1 Mkb 0.8Oz Active Ball Small Dog","","WIP","","100.00%","","","2065050","","Open","","","","L-7910000555-1","Newcomerstown","5.00","2088.00000","0.00","0.00","0.00000","","eaches","19200.00000","0.00000","19200.00000"
"2065049","2020-Jan-14 01:53 PM","The JM Smucker Company","2020-Feb-21 01:53 PM","7910000555-1 - PILLPOCKET","Yes","No","","","SMCKRS-NC-30WIP","The JM Smucker Company","7910000555-1 Mkb 0.8Oz Active Ball Small Dog","","WIP","","100.00%","","","2065049","","Open","","","","L-7910000555-1","Newcomerstown","5.00","2088.00000","0.00","0.00","0.00000","","eaches","19200.00000","0.00000","19200.00000"
"2065048","2020-Jan-14 01:52 PM","The JM Smucker Company","2020-Mar-13 01:52 PM","7910000555 - BLISTERPACK","Yes","No","","","SMCKRS-NC-30","The JM Smucker Company","7910000555 Mkb 0.8Oz Active Ball Small Dog","","Finished Good","","100.00%","","","2065048","","Open","","","","L - 7910000555","Newcomerstown","10.00","225.00000","0.00","0.00","1.86970","","cases","4800.00000","0.00000","4800.00000"
"2064424","2020-Jan-14 12:38 PM","The JM Smucker Company","2020-Jan-24 12:37 PM","7180200670 - BONES1","Yes","No","","","SMCKRS-NC-26","The JM Smucker Company","7180200670 Mkb 3.2 Kg Gravy Bone 2Ct","","Finished Good","","100.00%","2020-Jan-20 08:48 PM","2020-Jan-20 12:37 PM","2064424","","Booked","","","","L - 7180200670","Newcomerstown","11.00","294.00000","0.00","0.00","1.65650","0.00000","cases","2157.00000","0.00000","2157.00000"
"2063318","2020-Jan-13 01:30 PM","Hills Pet Nutrition, Inc.","2020-Jan-24 01:30 PM","605087 - 3M","Yes","Yes","","","HILLSPET-NC-40","Hills Pet Nutrition, Inc.","605087 PD FEL K/D STK KIT","","Finished Good","","100.00%","2020-Jan-29 08:43 AM","2020-Jan-15 01:30 PM","2063318","","Booked","","","","19-2231 - 605087","Newcomerstown","13.00","396.00000","24935.50","24935.50","1.48700","16769.00000","cases","60000.00000","16769.00000","43231.00000"
"2062602","2020-Jan-13 09:06 AM","Hills Pet Nutrition, Inc.","2020-Jan-24 09:06 AM","10900 - SUP6","Yes","Yes","","","HILLSPET-NC-16","Hills Pet Nutrition, Inc.","10900 Prescription Diet Canine Hypo Treats 6 X 12Oz Case","","Finished Good","","100.00%","2020-Jan-28 12:40 PM","","2062602","","Booked","","","","L - 10900","Newcomerstown","10.00","234.00000","18975.47","18975.47","1.85870","10209.00000","cases","33000.00000","10209.00000","22791.00000"
"2062600","2020-Jan-13 09:04 AM","Hills Pet Nutrition, Inc.","2020-Jan-17 09:04 AM","2178 - MICROBAG","Yes","Yes","","","HILLSPET-NC-25","Hills Pet Nutrition, Inc.","2178 Science Diet Puppy Sb 6 X 2Lb Trial Bag Case","","Finished Good","","100.00%","2020-Jan-21 08:21 PM","2020-Jan-16 02:10 PM","2062600","","Booked","","","","L - 2178","Newcomerstown","7.00","132.00000","9125.10","9125.10","2.21860","4113.00000","cases","6800.00000","4113.00000","2687.00000"
"2059964","2020-Jan-09 05:02 PM","Mondelez","","704620032700 - SP1/SP2","Yes","Yes","","","MONDELZ-NC-10","Mondelez","704620032700 6Ct - 9Oz Sourpatch Big Kids Bag","","Finished Good","2020-Jan-16 03:38 PM","100.00%","2020-Jan-22 07:08 PM","2020-Jan-17 12:59 PM","2059964","","Closed","","","","L - 704620032700","Newcomerstown","7.00","384.00000","23387.74","23387.74","1.46000","16019.00000","cases","16000.00000","16019.00000","-19.00000"
"2059821","2020-Jan-09 03:08 PM","The JM Smucker Company","2020-Mar-13 03:08 PM","7910075819 - WB-FLOWWRAP","Yes","No","","","SMCKRS-NC-60","The JM Smucker Company","7910075819 Mkb Wndr Bn6.2Oz Bf S/M Flow W","","Finished Good","","100.00%","2020-Mar-11 08:57 AM","2020-Mar-09 03:08 PM","2059821","","Booked","","","","L - 7910075819","Newcomerstown","9.00","237.00000","0.00","0.00","0.96900","","cases","6000.00000","0.00000","6000.00000"
"2059820","2020-Jan-09 03:08 PM","The JM Smucker Company","2020-Feb-28 03:08 PM","7180200467 - WB-FLOWWRAP","Yes","No","","","SMCKRS-NC-77","The JM Smucker Company","7180200467 WDBN 176g Chkn Flow Wrap","","Finished Good","","100.00%","2020-Feb-27 08:48 AM","2020-Feb-26 06:22 PM","2059820","","Booked","","","","L - 7180200467","Newcomerstown","9.00","237.00000","0.00","0.00","0.96900","","cases","1600.00000","0.00000","1600.00000"
"2059818","2020-Jan-09 03:06 PM","The JM Smucker Company","2020-Feb-28 03:06 PM","7910075811 - WB-FLOWWRAP","Yes","No","","","SMCKRS-NC-59","The JM Smucker Company","7910075811 Mkb Wndr Bn 6.2Oz Ch S/M Flow","","Finished Good","","100.00%","2020-Feb-26 06:22 PM","2020-Feb-24 03:06 PM","2059818","","Booked","","","","L - 7910075811","Newcomerstown","9.00","237.00000","0.00","0.00","0.96900","","cases","8000.00000","0.00000","8000.00000"
"2059816","2020-Jan-09 03:05 PM","The JM Smucker Company","2020-Feb-28 03:05 PM","7180200466 - WB-SURP","Yes","No","","","SMCKRS-NC-78","The JM Smucker Company","7180200466 WDBN 176g Chkn Surp","","Finished Good","","100.00%","2020-Feb-28 09:05 PM","2020-Feb-27 01:21 PM","2059816","","Booked","","","","L - 7180200466","Newcomerstown","10.00","180.00000","0.00","0.00","1.56060","","cases","4000.00000","0.00000","4000.00000"
"2059815","2020-Jan-09 03:04 PM","The JM Smucker Company","2020-Feb-28 03:04 PM","7910075810 - WB-SURP","Yes","No","","","SMCKRS-NC-58","The JM Smucker Company","7910075810 Mkb Wndr Bn 6.2Oz Ch Mn Pw Surp","","Finished Good","","100.00%","2020-Feb-27 01:21 PM","2020-Feb-24 03:04 PM","2059815","","Booked","","","","L - 7910075810","Newcomerstown","10.00","180.00000","0.00","0.00","1.56060","","cases","8000.00000","0.00000","8000.00000"
"2059811","2020-Jan-09 02:57 PM","The JM Smucker Company","2020-Feb-14 02:57 PM","7910000531 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-29","The JM Smucker Company","7910000531 Mkb 15Oz Gm Healthy Skin Coat","","Finished Good","","100.00%","2020-Feb-14 10:57 AM","2020-Feb-14 07:00 AM","2059811","","Booked","","","","L - 7910000531","Newcomerstown","10.00","450.00000","0.00","0.00","0.89560","","cases","1700.00000","0.00000","1700.00000"
"2059810","2020-Jan-09 02:57 PM","The JM Smucker Company","2020-Feb-14 02:57 PM","7910000813 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-36","The JM Smucker Company","7910000813 Mkb 6Oz Gm Healthy Skin & Coat","","Finished Good","","100.00%","2020-Feb-14 12:00 AM","2020-Feb-13 04:30 PM","2059810","","Booked","","","","L - 7910000813","Newcomerstown","10.00","450.00000","0.00","0.00","0.76090","","cases","3000.00000","0.00000","3000.00000"
"2059809","2020-Jan-09 02:56 PM","The JM Smucker Company","","7910000890 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-40","The JM Smucker Company","7910000890 Good Morning Healthy Aging 170G Dcan","","Finished Good","","100.00%","2020-Feb-14 06:27 PM","2020-Feb-14 10:57 AM","2059809","","Booked","","","","L - 7910000890","Newcomerstown","11.00","450.00000","0.00","0.00","0.76090","","cases","3000.00000","0.00000","3000.00000"
"2059807","2020-Jan-09 02:54 PM","The JM Smucker Company","2020-Feb-14 02:54 PM","7910000815 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-38","The JM Smucker Company","7910000815 4/15Oz Mlk Bn Good Morning Healthy Joints","","Finished Good","","100.00%","2020-Feb-13 04:30 PM","2020-Feb-12 08:16 PM","2059807","","Booked","","","","L - 7910000815","Newcomerstown","10.00","450.00000","0.00","0.00","0.89560","","cases","5500.00000","0.00000","5500.00000"
"2059804","2020-Jan-09 02:52 PM","The JM Smucker Company","2020-Jan-31 02:52 PM","7910000811 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-35","The JM Smucker Company","7910000811 4/6Oz Mlk Bn Good Morning Healthy Joints","","Finished Good","","100.00%","2020-Jan-29 10:49 PM","2020-Jan-27 02:52 PM","2059804","","Booked","","","","L - 7910000811","Newcomerstown","10.00","450.00000","0.00","0.00","0.76090","","cases","17000.00000","0.00000","17000.00000"
"2059744","2020-Jan-09 02:47 PM","The JM Smucker Company","2020-Feb-14 02:47 PM","7910000880 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-39","The JM Smucker Company","7910000880 Good Morning Total Wellness 170G Dcan","","Finished Good","","100.00%","2020-Feb-12 08:16 PM","2020-Feb-12 03:09 PM","2059744","","Booked","","","","L - 7910000880","Newcomerstown","11.00","450.00000","0.00","0.00","0.74600","","cases","2000.00000","0.00000","2000.00000"
"2059731","2020-Jan-09 02:46 PM","The JM Smucker Company","2020-Feb-14 02:46 PM","7910000814 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-37","The JM Smucker Company","7910000814 4/15Oz Mlk Bn Good Morning Total Wellness","","Finished Good","","100.00%","2020-Feb-12 03:09 PM","2020-Feb-11 10:25 PM","2059731","","Booked","","","","L - 7910000814","Newcomerstown","10.00","450.00000","0.00","0.00","0.89560","","cases","4000.00000","0.00000","4000.00000"
"2059729","2020-Jan-09 02:41 PM","The JM Smucker Company","2020-Feb-14 02:41 PM","7910000810 - SUP7-GOODMORNINGS","Yes","No","","","SMCKRS-NC-34","The JM Smucker Company","7910000810 4/6Oz Mlk Bn Good Morning Total Wellness","","Finished Good","","100.00%","2020-Feb-11 10:25 PM","2020-Feb-10 02:41 PM","2059729","","Booked","","","","L - 7910000810","Newcomerstown","10.00","450.00000","0.00","0.00","0.76090","","cases","10000.00000","0.00000","10000.00000"
"2059515","2020-Jan-09 12:07 PM","Hills Pet Nutrition, Inc.","","605026 - DOUBLE HEADER","Yes","Yes","","","HILLSPET-NC-40WIP","Hills Pet Nutrition, Inc.","605026 PD K/D Feline w/Chick 5.25oz Bag","","WIP","","100.00%","2020-Jan-17 05:53 PM","","2059515","","Booked","","","","19-2231 - 605026","Newcomerstown","8.00","4500.00000","15390.63","15390.63","0.13150","117039.00000","eaches","120000.00000","117039.00000","2961.00000"
"2058844","2020-Jan-08 04:44 PM","Mars / Wrigley","","10195546 - SK4-20CT GUM1","Yes","No","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","100.00%","2020-Mar-31 02:29 PM","2020-Mar-30 04:44 PM","2058844","","Open","","","","L - 10195546","Newcomerstown","5.00","153.00000","0.00","0.00","3.81977","","cases","2000.00000","0.00000","2000.00000"
"2058843","2020-Jan-08 04:43 PM","Mars / Wrigley","","10195546 - SK4-20CT GUM1","Yes","No","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","100.00%","2020-Mar-24 07:07 AM","2020-Mar-23 04:44 PM","2058843","","Open","","","","L - 10195546","Newcomerstown","5.00","153.00000","0.00","0.00","3.81977","","cases","1000.00000","0.00000","1000.00000"
"2058842","2020-Jan-08 04:43 PM","Mars / Wrigley","","10195546 - SK4-20CT GUM1","Yes","No","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","100.00%","2020-Mar-23 03:27 PM","2020-Mar-20 05:52 PM","2058842","","Open","","","","L - 10195546","Newcomerstown","5.00","153.00000","0.00","0.00","3.81977","","cases","2000.00000","0.00000","2000.00000"
"2058841","2020-Jan-08 04:42 PM","Mars / Wrigley","","10195546 - SK4-20CT GUM1","Yes","No","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","100.00%","2020-Mar-10 09:36 PM","2020-Mar-10 07:01 AM","2058841","","Open","","","","L - 10195546","Newcomerstown","5.00","153.00000","0.00","0.00","3.81977","","cases","2000.00000","0.00000","2000.00000"
"2058839","2020-Jan-08 04:42 PM","Mars / Wrigley","","10195546 - SK4-20CT GUM1","Yes","No","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","100.00%","2020-Feb-14 07:05 AM","2020-Feb-10 04:42 PM","2058839","","Booked","","","","L - 10195546","Newcomerstown","5.00","153.00000","0.00","0.00","3.81977","","cases","10000.00000","0.00000","10000.00000"
"2058838","2020-Jan-08 04:41 PM","Mars / Wrigley","","10195546 - SK4-20CT GUM1","Yes","No","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","100.00%","2020-Jan-31 09:23 PM","2020-Jan-27 04:41 PM","2058838","","Booked","","","","L - 10195546","Newcomerstown","5.00","153.00000","0.00","0.00","3.81977","","cases","8000.00000","0.00000","8000.00000"
"2058834","2020-Jan-08 04:40 PM","Mars / Wrigley","","10195546 - SK4-20CT GUM1","Yes","No","","","MARS-NC-24","Mars / Wrigley","10195546 Ecl Winterfrost Sfp 20P / 06P","","Finished Good","","100.00%","2020-Jan-31 09:20 PM","2020-Jan-20 02:22 PM","2058834","","Booked","","","","L - 10195546","Newcomerstown","5.00","153.00000","0.00","0.00","3.81977","0.00000","cases","10000.00000","0.00000","10000.00000"
"2058831","2020-Jan-08 04:38 PM","Mars / Wrigley","","10195543 - SK4-20CT GUM1","Yes","No","","","MARS-NC-23","Mars / Wrigley","10195543 Ecl Spearmint Sfp 20P / 06P 04","","Finished Good","","100.00%","2020-Apr-14 07:01 AM","2020-Apr-13 04:38 PM","2058831","","Open","","","","L - 10195543","Newcomerstown","5.00","153.00000","0.00","0.00","3.79001","","cases","1000.00000","0.00000","1000.00000"
"2058830","2020-Jan-08 04:38 PM","Mars / Wrigley","","10195543 - SK4-20CT GUM1","Yes","No","","","MARS-NC-23","Mars / Wrigley","10195543 Ecl Spearmint Sfp 20P / 06P 04","","Finished Good","","100.00%","2020-Mar-10 07:01 AM","2020-Mar-09 04:38 PM","2058830","","Open","","","","L - 10195543","Newcomerstown","5.00","153.00000","0.00","0.00","3.79001","","cases","1000.00000","0.00000","1000.00000"
"2058829","2020-Jan-08 04:37 PM","Mars / Wrigley","","10195543 - SK4-20CT GUM1","Yes","No","","","MARS-NC-23","Mars / Wrigley","10195543 Ecl Spearmint Sfp 20P / 06P 04","","Finished Good","","100.00%","2020-Jan-28 02:22 PM","2020-Jan-27 04:37 PM","2058829","","Booked","","","","L - 10195543","Newcomerstown","5.00","153.00000","0.00","0.00","3.79001","","cases","2000.00000","0.00000","2000.00000"
"2058821","2020-Jan-08 04:36 PM","Mars / Wrigley","","10200060 - SK5-CANISTER","Yes","No","","","MARS-NC-38","Mars / Wrigley","10200060 Canister Skittles - Cases 6Ct","","Finished Good","","100.00%","2020-Mar-26 07:55 AM","2020-Mar-25 07:33 AM","2058821","","Open","","","","L - 10200060","Newcomerstown","10.00","204.00000","0.00","0.00","4.23547","","cases","3200.00000","0.00000","3200.00000"
"2058820","2020-Jan-08 04:36 PM","Mars / Wrigley","","10200060 - SK5-CANISTER","Yes","No","","","MARS-NC-38","Mars / Wrigley","10200060 Canister Skittles - Cases 6Ct","","Finished Good","","100.00%","2020-Mar-11 05:41 PM","2020-Mar-11 08:50 AM","2058820","","Open","","","","L - 10200060","Newcomerstown","10.00","204.00000","0.00","0.00","4.23547","","cases","1600.00000","0.00000","1600.00000"
"2058818","2020-Jan-08 04:35 PM","Mars / Wrigley","","10200060 - SK5-CANISTER","Yes","No","","","MARS-NC-38","Mars / Wrigley","10200060 Canister Skittles - Cases 6Ct","","Finished Good","","100.00%","2020-Mar-11 08:50 AM","2020-Mar-10 05:09 PM","2058818","","Open","","","","L - 10200060","Newcomerstown","10.00","204.00000","0.00","0.00","4.23547","","cases","1600.00000","0.00000","1600.00000"
"2058817","2020-Jan-08 04:34 PM","Mars / Wrigley","","10200060 - SK5-CANISTER","Yes","No","","","MARS-NC-38","Mars / Wrigley","10200060 Canister Skittles - Cases 6Ct","","Finished Good","","100.00%","2020-Mar-05 12:35 PM","2020-Mar-04 12:13 PM","2058817","","Open","","","","L - 10200060","Newcomerstown","10.00","204.00000","0.00","0.00","4.23547","","cases","3200.00000","0.00000","3200.00000"
