"Job","Actual cost of labor and materials","Actual cost of labor and materials per unit","Actual gross margin","Actual gross profit","Actual Job end date","Actual Job start date","Actual Labor cost","Actual Labor cost per person hour","Actual Labor cost per unit","Actual labor margin","Actual labor profit","Actual machine cost","Actual machine cost per unit","Actual materials cost","Actual materials cost per unit","Actual person hours","Actual person hours payable","Actual person hours per unit","Actual person hours productive","Actual total cost","Actual total cost per unit","Actual total margin","Actual total profit","Actual units per person hour","Availability","Customer name","Duration","Estimate name","Expected cost of labor and materials","Expected cost of labor and materials per unit","Expected gross margin","Expected gross profit","Expected Labor cost","Expected Labor cost per unit","Expected Labor margin","Expected Labor profit","Expected materials cost","Expected materials cost per unit","Expected total charge","Expected total charge per unit","Expected total cost","Expected total cost per unit","Expected total margin","Expected total profit","Invoice ID","Invoiced","Invoice date","Item alternate code 1","Item alternate code 2","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Job comments","Job reference","Job status","Labor charge","Labor charge per person hour","Labor charge per unit","Labor percentage of charge","Line Efficiency","Line leader name","Line name","Machine hours","Machine Hours per unit","Machine hours productive","Materials charge","Materials charge per unit","Number of personnel","Number of Time Records","Overhead charge","Overhead charge per unit","Overhead cost","Overhead cost per unit","Performance","Project code","Project description","Project ID","Project reference 1","Project reference 2","Project Reference 3","Reconciliation completed at","Reconciliation status","Scenario name","Service Category","Signed Off","Site name","Standard people","Standard person hours","Standard Person Hours per unit","Standard units per hour","Total charge","Total charge per unit","Unit of measure","Units expected","Units produced","Units remaining"
"3962548","294.00","0.01466","0.00%","-294.00","2019-Dec-26 03:00 PM","2019-Dec-26 06:30 AM","294.00","12.25","0.01466","0.00%","-294.00","0.00","0.00000","0.00","0.00000","25.50","24.00","0.00112","22.45","294.00","0.01466","0.00%","-294.00","893.54","100.00%","Noosa","8.50","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-294.00","","No","","1000789","","","","NOOSA-04","Noosa","1000789 Mate Topper Coconut Almond Chocolate","","Finished Good","","","Stopped","0.00","0.00","0.00000","","104.26%","","Lid Filling 2 (Rm 11)","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","104.26%","2013111","","2013111","PO34132","","","2019-Dec-27 10:46 AM","Reconciliation complete","","","No","MSI Portage","4.00000","23.41","0.00117","3428.00000","0.00","0.00000","lid","20000.00000","20060.00000","-60.00"
"3962993","596.00","0.07525","0.00%","-596.00","2019-Dec-26 03:00 PM","2019-Dec-26 06:30 AM","596.00","12.42","0.07525","0.00%","-596.00","0.00","0.00000","0.00","0.00000","51.00","48.00","0.00568","45.00","596.00","0.07525","0.00%","-596.00","176.00","100.00%","Olly","8.50","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-596.00","","No","","","","","","OLLY-04-07-MRP","Olly","500 ml Twist Turn Closure Assembly - Large","Large","Caps","","","Stopped","0.00","0.00","0.00000","","0.00%","","Winpak Machine (Rm 2)","","0.00000","0.00","0.00","0.00000","6.00","6","0.00","0.00000","0.00","0.00000","0.00%","2013767","","2013767","","","","2020-Jan-02 10:31 AM","Reconciliation complete","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","ea","2000.00000","7920.00000","-5920.00"
"3962995","444.13","0.05098","0.00%","-444.13","2019-Dec-26 09:15 AM","2019-Dec-26 06:30 AM","444.13","12.42","0.05098","0.00%","-444.13","0.00","0.00000","0.00","0.00000","35.75","35.75","0.00179","15.60","444.13","0.05098","0.00%","-444.13","558.46","43.64%","Mars / Wrigley","2.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-444.13","","No","","10204122","171959-07","Gum","","MARS-18","Mars / Wrigley","10204122 Extra Spearmint 40pcs x 4ct Tray x 72ct Display","","Finished Good","","","Stopped","0.00","0.00","0.00000","","35.73%","","Bottling - Gum - Cub (Rm 7)","","0.00000","0.00","0.00","0.00000","13.00","13","0.00","0.00000","0.00","0.00000","81.89%","4thgumline","","2037542","","","","2019-Dec-26 09:00 AM","Reconciliation complete","","","No","MSI Portage","11.00000","12.77","0.00147","7502.00000","0.00","0.00000","btl","9000.00000","8712.00000","288.00"
"3957515","786.50","0.12274","0.00%","-786.50","2019-Dec-26 02:00 PM","2019-Dec-26 06:15 AM","786.50","12.39","0.12274","0.00%","-786.50","0.00","0.00000","0.00","0.00000","68.00","63.50","0.00652","41.75","786.50","0.12274","0.00%","-786.50","153.49","70.76%","Honest Kitchen","7.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-786.50","","No","","BSUPDBB4","","","","HONKIT-17","Honest Kitchen","BSUPDBB4 Daily Boost: Beef Bone Broth 3.6oz - Canisters","","Finished Good","","","Stopped","0.00","0.00","0.00000","","72.41%","","Canister Filling 2 (Rm 5)","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","102.32%","17-2nd-OCTPO","MUST RUN LAST
RUN THE BULK OUT","1950197","9884A","","","2019-Dec-26 02:00 PM","Reconciliation complete","","","No","MSI Portage","7.00000","42.72","0.00667","1050.00000","0.00","0.00000","can","5000.00000","6408.00000","-1408.00"
"3957895","701.06","0.14903","0.00%","-701.06","2019-Dec-26 03:00 PM","2019-Dec-26 06:15 AM","701.06","12.36","0.14903","0.00%","-701.06","0.00","0.00000","0.00","0.00000","60.24","56.74","0.00721","33.92","701.06","0.14903","0.00%","-701.06","138.69","61.68%","Olly","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-701.06","","No","","20858158005125","141587-02-12","Vitamin","","OLLY-14-12PK","Olly","700073.01 Sleep Blackberry 50ct - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","69.18%","","Weigh Filler #2 (Rm 12)","","0.00000","0.00","0.00","0.00000","7.00","7","0.00","0.00000","0.00","0.00000","112.16%","2032505","","2032505","100923","","","2019-Dec-26 02:44 PM","Reconciliation complete","","","No","MSI Portage","8.00000","38.04","0.00809","989.25000","0.00","0.00000","btl","8000.00000","4704.00000","3296.00"
"3959093","141.00","0.01336","0.00%","-141.00","2019-Dec-26 03:00 PM","2019-Dec-26 06:15 AM","141.00","12.00","0.01336","0.00%","-141.00","0.00","0.00000","0.00","0.00000","12.75","11.75","0.00090","9.50","141.00","0.01336","0.00%","-141.00","1111.11","86.33%","Hometown Foods","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-141.00","","No","","250080","","Pouches","","HTFOODS-40","Hometown Foods","250080 Rainbow Choc Chip","","Finished Good","","","Stopped","0.00","0.00","0.00000","","96.80%","","General Pouching #2 Vol Filler  (Rm 6)","","0.00000","0.00","0.00","0.00000","2.00","2","0.00","0.00000","0.00","0.00000","112.12%","1st-GP#2 Rainbow Choc. Chip","RUN 1ST","2030766","Forecast","RUN 1ST","","2020-Jan-02 06:32 PM","Reconciliation complete","","","No","MSI Portage","2.00000","10.65","0.00101","1982.00000","0.00","0.00000","pch","10000.00000","10552.00000","-552.00"
"3961534","798.00","0.08504","0.00%","-798.00","2019-Dec-26 03:00 PM","2019-Dec-26 06:15 AM","798.00","12.37","0.08504","0.00%","-798.00","0.00","0.00000","0.00","0.00000","68.50","64.50","0.00645","60.50","798.00","0.08504","0.00%","-798.00","155.11","100.00%","Olly","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-798.00","","No","","1085004462192","141587-02-12","Vitamin","","OLLY-14C-12PK","Olly","700244.01 Sleep Blackberry 50ct (Cnd) - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","125.43%","","Weigh Filler #4 (Rm 12)","","0.00000","0.00","0.00","0.00000","8.00","8","0.00","0.00000","0.00","0.00000","125.43%","2043084","","2043084","100923","","","2019-Dec-27 07:34 PM","Reconciliation complete","","","No","MSI Portage","8.00000","75.89","0.00809","989.25000","0.00","0.00000","btl","7000.00000","9384.00000","-2384.00"
"3961545","286.67","0.00000","0.00%","-286.67","2019-Dec-26 03:00 PM","2019-Dec-26 06:15 AM","286.67","12.16","0.00000","0.00%","-286.67","0.00","0.00000","0.00","0.00000","25.08","23.58","0.00000","22.08","286.67","0.00000","0.00%","-286.67","0.00","100.00%","Olly","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-286.67","","No","","10850004462833","","Vitamin","","OLLY-85","Olly","700287.01 Extra Strength Sleep 60ct - Pouch","","Finished Good","","","Stopped","0.00","0.00","0.00000","","0.00%","","Pouching Line 1 (Rm12)","","0.00000","0.00","0.00","0.00000","3.00","3","0.00","0.00000","0.00","0.00000","0.00%","2043574","","2043574","100923","","","","Needs to be reconciled","","","No","MSI Portage","5.00000","0.00","0.01587","315.00000","0.00","0.00000","pch","2000.00000","0.00000","2000.00"
"3961596","1182.46","0.04312","0.00%","-1182.46","2019-Dec-26 03:05 PM","2019-Dec-26 06:15 AM","1182.13","12.43","0.04311","0.00%","-1182.13","0.00","0.00000","0.34","0.00001","100.58","95.08","0.00226","61.92","1182.46","0.04312","0.00%","-1182.46","442.85","69.31%","Post Foods","8.83","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1182.46","","No","","34329","","Solid Food","","POST-04A","Post Foods","34329 Cocoa Pebbles Cereal Cup","","Finished Good","","","Stopped","0.00","0.00","0.00000","","62.77%","","Cup Filler #4 (Rm 1)","","0.00000","0.00","0.00","0.00000","13.00","13","0.00","0.00000","0.00","0.00000","90.56%","2ND-RET-DECPO","RUN TO THE NUMBER","2035902","","","","2019-Dec-26 07:01 PM","Reconciliation complete","","","No","MSI Portage","6.00000","56.07","0.00204","2934.00000","0.00","0.00000","cup","25000.00000","27420.00000","-2420.00"
"3961651","399.25","0.02716","0.00%","-399.25","2019-Dec-26 03:00 PM","2019-Dec-26 06:15 AM","399.00","12.37","0.02714","0.00%","-399.00","0.00","0.00000","0.25","0.00002","34.25","32.25","0.00213","31.25","399.25","0.02716","0.00%","-399.25","470.40","100.00%","Hometown Foods","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-399.25","","No","","210757","","Lids","","HTFOODS-16","Hometown Foods","210757 Pink Sugar Lids","","Finished Good","","","Stopped","0.00","0.00","0.00000","","50.58%","","Lidding 4 (Rm 6)","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","50.58%","LINE4-1st-Pink Sugar","RUN YELLOW AFTER PINK IS COMPLETED","2030756","Forecast","","","2019-Dec-28 10:54 PM","Reconciliation complete","","","No","MSI Portage","3.00000","15.81","0.00108","2790.00000","0.00","0.00000","lid","20000.00000","14700.00000","5300.00"
"3957932","776.92","0.10918","0.00%","-776.92","2019-Dec-26 03:00 PM","2019-Dec-26 04:40 AM","776.92","12.35","0.10918","0.00%","-776.92","0.00","0.00000","0.00","0.00000","62.92","62.92","0.00687","48.92","776.92","0.10918","0.00%","-776.92","145.47","82.33%","Olly","10.33","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-776.92","","No","","20858158005033","141587-48-12","Vitamin","","OLLY-10A-12PK","Olly","700060.01 Kids Multi + Probiotic 70ct (FLA) - Large","Large","Finished Good","","","Stopped","0.00","0.00","0.00000","","107.76%","","Weigh Filler #5 (Rm 12)","","0.00000","0.00","0.00","0.00000","7.00","7","0.00","0.00000","0.00","0.00000","130.89%","2040443","","2040443","100923","","","2019-Dec-26 03:02 PM","Reconciliation complete","","","No","MSI Portage","8.00000","64.03","0.00900","889.13000","0.00","0.00000","btl","6000.00000","7116.00000","-1116.00"
"3961177","733.87","0.15664","0.00%","-733.87","2019-Dec-26 01:04 PM","2019-Dec-26 04:05 AM","733.87","12.34","0.15664","0.00%","-733.87","0.00","0.00000","0.00","0.00000","63.99","59.49","0.01169","54.75","733.87","0.15664","0.00%","-733.87","85.57","98.67%","The Clorox Company","8.99","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-733.87","","No","","33026","","","","CLOROX-16A","The Clorox Company","33026 Kingsford Pellets Hickory Family Dollar 5lbs Bag","","Finished Good","","","Stopped","0.00","0.00","0.00000","","110.88%","","Pellet Filling Line (Rm 11)","","0.00000","0.00","0.00","0.00000","14.00","14","0.00","0.00000","0.00","0.00000","112.38%","2040776","","2040776","","","","2019-Dec-26 12:57 PM","Reconciliation complete","","","No","MSI Portage","7.00000","61.53","0.01313","533.00000","0.00","0.00000","bag","5000.00000","4685.00000","315.00"
"3964844","595.95","0.04366","0.00%","-595.95","2019-Dec-27 07:05 AM","2019-Dec-26 03:00 AM","595.00","12.37","0.04359","0.00%","-595.00","0.00","0.00000","0.95","0.00007","48.08","48.08","0.00284","38.75","595.95","0.04366","0.00%","-595.95","352.26","84.70%","Hometown Foods","28.08","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-595.95","","No","","210757","","Lids","","HTFOODS-16","Hometown Foods","210757 Pink Sugar Lids","","Finished Good","","","Stopped","0.00","0.00","0.00000","","32.08%","","Lidding 4 (Rm 6)","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","37.88%","LINE4-1st-Pink Sugar","RUN YELLOW AFTER PINK IS COMPLETED","2030756","Forecast","","","2019-Dec-28 10:54 PM","Reconciliation complete","","","No","MSI Portage","3.00000","14.68","0.00108","2790.00000","0.00","0.00000","lid","20000.00000","13650.00000","6350.00"
"3961840","61.25","0.00000","0.00%","-61.25","2019-Dec-23 11:00 PM","2019-Dec-23 08:30 PM","61.25","12.25","0.00000","0.00%","-61.25","0.00","0.00000","0.00","0.00000","5.00","5.00","0.00000","0.62","61.25","0.00000","0.00%","-61.25","0.00","12.39%","Hometown Foods","2.50","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-61.25","","No","","250069","","Lids","","HTFOODS-04","Hometown Foods","250069 Rainbow Pastel FF Lids","","Finished Good","","","Stopped","0.00","0.00","0.00000","","0.00%","","Lidding 1 (Rm 6)","","0.00000","0.00","0.00","0.00000","2.00","2","0.00","0.00000","0.00","0.00000","0.00%","LINE3-Pastel","200,000 due 11/30
balance due 12/7","2015403","","","","","Needs to be reconciled","","","No","MSI Portage","3.00000","0.00","0.00108","2790.00000","0.00","0.00000","lid","20000.00000","0.00000","20000.00"
"3957460","30.10","0.03893","0.00%","-30.10","2019-Dec-23 08:09 PM","2019-Dec-23 06:00 PM","30.10","14.00","0.03893","0.00%","-30.10","0.00","0.00000","0.00","0.00000","2.15","2.15","0.00278","2.15","30.10","0.03893","0.00%","-30.10","359.63","100.00%","RX Bar","2.15","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-30.10","","No","","","","Solid Food","","RXBAR-03-03B","RX Bar","Maple Powder Blend - Batch","","Batch","","","Stopped","0.00","0.00","0.00000","","0.00%","","Batching - Tumbler (Rm 4)","","0.00000","0.00","0.00","0.00000","1.00","1","0.00","0.00000","0.00","0.00000","0.00%","03-03B-122019","9 BATCHES","2042723","","","","2020-Jan-02 10:28 AM","Reconciliation complete","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","lbs","773.00000","773.20000","-0.20"
"3961784","63.00","0.00000","0.00%","-63.00","2019-Dec-23 09:05 PM","2019-Dec-23 04:35 PM","63.00","14.00","0.00000","0.00%","-63.00","0.00","0.00000","0.00","0.00000","4.50","4.50","0.00000","4.50","63.00","0.00000","0.00%","-63.00","0.00","100.00%","Quaker","4.50","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-63.00","","No","","","","","","QUAKER-35-03B","Quaker","Overnight Oats Fruit and Nut Batch","","Bulk","","","Stopped","0.00","0.00","0.00000","","0.00%","","Batching - Tumbler (Rm 4)","","0.00000","0.00","0.00","0.00000","1.00","1","0.00","0.00000","0.00","0.00000","0.00%","35-03B-122019","5 BATCHES
CHERRY & ALMONDS RESULTS DUE NOW","2043148","","","","","Needs to be reconciled","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","lbs","685.00000","0.00000","685.00"
"3961786","935.59","0.30190","0.00%","-935.59","2019-Dec-26 03:24 PM","2019-Dec-23 04:30 PM","935.59","14.00","0.30190","0.00%","-935.59","0.00","0.00000","0.00","0.00000","66.83","66.83","0.02156","66.83","935.59","0.30190","0.00%","-935.59","46.37","100.00%","Quaker","70.91","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-935.59","","No","","","","","","QUAKER-35-03A","Quaker","Overnight Oats Grain Batch","","Bulk","","","Stopped","0.00","0.00","0.00000","","0.00%","","Batching - Tumbler (Rm 4)","","0.00000","0.00","0.00","0.00000","1.00","2","0.00","0.00000","0.00","0.00000","0.00%","35-03A-122019","7 BATCHES NEEDED
QUINOA FLAKES MICRO RESULTS DUE 12/20-12/21","2043147","","","","2019-Dec-30 04:29 PM","Reconciliation complete","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","lbs","1033.00000","3099.00000","-2066.00"
"3961609","839.50","0.09284","0.00%","-839.50","2019-Dec-24 12:00 AM","2019-Dec-23 03:20 PM","839.50","12.41","0.09284","0.00%","-839.50","0.00","0.00000","0.00","0.00000","72.17","67.67","0.00668","60.40","839.50","0.09284","0.00%","-839.50","149.70","95.24%","Hometown Foods","8.67","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-839.50","","No","","5150008000","","","","HTFOODS-27","Hometown Foods","5150008000 Vanilla Pastry Bag","","Finished Good","","","Stopped","0.00","0.00","0.00000","","61.99%","","General Pouching #2 Vol Filler  (Rm 6)","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","65.09%","1st-51500080000","RUN CHOCOLATE AFTER VANILLA IS COMPLETED","2036985","","","","2019-Dec-28 11:26 PM","Reconciliation complete","","","No","MSI Portage","7.50000","39.31","0.00435","1725.00000","0.00","0.00000","bag","10000.00000","9042.00000","958.00"
"3961673","3923.38","0.31620","0.00%","-3923.38","2019-Dec-26 07:03 AM","2019-Dec-23 03:10 PM","3923.38","12.40","0.31620","0.00%","-3923.38","0.00","0.00000","0.00","0.00000","316.43","316.43","0.02550","316.43","3923.38","0.31620","0.00%","-3923.38","39.21","100.00%","Olly","63.89","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-3923.38","","No","","","","","","OLLY-04-07-MRP","Olly","500 ml Twist Turn Closure Assembly - Large","Large","Caps","","","Stopped","0.00","0.00","0.00000","","0.00%","","Winpak Machine (Rm 2)","","0.00000","0.00","0.00","0.00000","5.00","5","0.00","0.00000","0.00","0.00000","0.00%","2013767","","2013767","","","","2020-Jan-02 10:31 AM","Reconciliation complete","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","ea","2000.00000","12408.00000","-10408.00"
"3941729","1108.52","0.04052","0.00%","-1108.52","2019-Dec-23 11:16 PM","2019-Dec-23 03:00 PM","1108.52","12.28","0.04052","0.00%","-1108.52","0.00","0.00000","0.00","0.00000","90.28","90.28","0.00248","67.95","1108.52","0.04052","0.00%","-1108.52","402.65","82.25%","Post Foods","8.28","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1108.52","","No","","34329","","Solid Food","","POST-04A","Post Foods","34329 Cocoa Pebbles Cereal Cup","","Finished Good","","","Stopped","0.00","0.00","0.00000","","67.72%","","Cup Filler #4 (Rm 1)","","0.00000","0.00","0.00","0.00000","14.00","14","0.00","0.00000","0.00","0.00000","82.34%","2ND-RET-DECPO","RUN TO THE NUMBER","2035902","","","","2019-Dec-26 07:01 PM","Reconciliation complete","","","No","MSI Portage","6.00000","55.95","0.00204","2934.00000","0.00","0.00000","cup","25000.00000","27360.00000","-2360.00"
"3948914","1404.58","0.05480","0.00%","-1404.58","2019-Dec-24 12:00 AM","2019-Dec-23 03:00 PM","1404.58","12.38","0.05480","0.00%","-1404.58","0.00","0.00000","0.00","0.00000","120.92","113.42","0.00240","61.41","1404.58","0.05480","0.00%","-1404.58","417.36","55.75%","Mars / Wrigley","9.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1404.58","","No","","10204122","171959-07","Gum","","MARS-18","Mars / Wrigley","10204122 Extra Spearmint 40pcs x 4ct Tray x 72ct Display","","Finished Good","","","Stopped","0.00","0.00","0.00000","","34.12%","","Bottling - Gum - Cub (Rm 7)","","0.00000","0.00","0.00","0.00000","16.00","16","0.00","0.00000","0.00","0.00000","61.20%","4thgumline","","2037542","","","","2019-Dec-26 09:00 AM","Reconciliation complete","","","No","MSI Portage","11.00000","37.58","0.00147","7502.00000","0.00","0.00000","btl","36000.00000","25632.00000","10368.00"
"3957449","98.47","0.06180","0.00%","-98.47","2019-Dec-23 10:02 PM","2019-Dec-23 03:00 PM","98.47","14.00","0.06180","0.00%","-98.47","0.00","0.00000","0.00","0.00000","7.03","7.03","0.00441","7.03","98.47","0.06180","0.00%","-98.47","226.55","100.00%","RX Bar","7.03","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-98.47","","No","","","","Solid Food","","RXBAR-03-03A","RX Bar","Maple Oat Blend - Batch","","Batch","","","Stopped","0.00","0.00","0.00000","","0.00%","","Batching - Tumbler (Rm 4)","","0.00000","0.00","0.00","0.00000","1.00","1","0.00","0.00000","0.00","0.00000","0.00%","03-03A-122019","23 BATCHES","2042720","","","","2020-Jan-02 10:01 AM","Reconciliation complete","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","lbs","796.00000","1593.40000","-797.40"
"3959139","811.75","0.10578","0.00%","-811.75","2019-Dec-23 11:00 PM","2019-Dec-23 03:00 PM","811.75","12.39","0.10578","0.00%","-811.75","0.00","0.00000","0.00","0.00000","65.50","65.50","0.00716","54.95","811.75","0.10578","0.00%","-811.75","139.65","94.20%","Nestle Purina Pet Care Co.","8.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-811.75","","No","","12364794","","Bottles","","PURINA-24a","Nestle Purina Pet Care Co.","12364794 Friskies Beachside Canisters","","Finished Good","","","Stopped","0.00","0.00","0.00000","","98.91%","","Volumetric Filling Line #1 (Rm 9)","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","105.00%","24A-NOVPO","RUN TO THE NUMBER","2009816","4561434904","","","2019-Dec-28 01:49 AM","Reconciliation complete","","","No","MSI Portage","8.00000","57.70","0.00752","1064.00000","0.00","0.00000","btl","6000.00000","7674.00000","-1674.00"
"3959239","723.84","0.12495","0.00%","-723.84","2019-Dec-23 11:47 PM","2019-Dec-23 03:00 PM","723.84","12.50","0.12495","0.00%","-723.84","0.00","0.00000","0.00","0.00000","57.91","57.91","0.00637","36.91","723.84","0.12495","0.00%","-723.84","156.96","65.05%","RX Bar","8.78","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-723.84","","No","","RXT006","182087-07","","","RXBAR-03-WIP","RX Bar","RXT009 Maple Oats Cup WIP","","Finished Good","","","Stopped","0.00","0.00","0.00000","","38.38%","","Cupfiller #2 - Inline (Rm 4)","","0.00000","0.00","0.00","0.00000","8.00","8","0.00","0.00000","0.00","0.00000","59.01%","03-WIP-1ST-JANPO20","RUN TO THE NUMBER","2042724","6401","","","2020-Jan-02 12:51 PM","Reconciliation complete","","","No","MSI Portage","8.00000","21.78","0.00376","2128.00000","0.00","0.00000","cup","15000.00000","5793.00000","9207.00"
"3959485","823.63","0.13199","0.00%","-823.63","2019-Dec-23 11:29 PM","2019-Dec-23 03:00 PM","823.63","12.39","0.13199","0.00%","-823.63","0.00","0.00000","0.00","0.00000","72.50","66.50","0.00836","52.18","823.63","0.13199","0.00%","-823.63","119.59","81.22%","Olly","8.50","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-823.63","","No","","20858158005040","141587-07-12","Vitamin","","OLLY-13-12PK","Olly","700067.01 Prenatal Citrus 60ct - Large","Large","Finished Good","","","Stopped","0.00","0.00","0.00000","","94.04%","","Weigh Filler #3 (Rm 12)","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","115.79%","2043339","run out gummies","2043339","100923","","","2019-Dec-30 06:29 AM","Reconciliation complete","","","No","MSI Portage","8.00000","60.42","0.00968","826.25000","0.00","0.00000","btl","6000.00000","6240.00000","-240.00"
"3957894","1142.88","0.11231","0.00%","-1142.88","2019-Dec-24 01:30 AM","2019-Dec-23 02:45 PM","1142.88","12.39","0.11231","0.00%","-1142.88","0.00","0.00000","0.00","0.00000","96.75","92.25","0.00853","86.85","1142.88","0.11231","0.00%","-1142.88","117.17","100.00%","Olly","10.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1142.88","","No","","20858158005125","141587-02-12","Vitamin","","OLLY-14-12PK","Olly","700073.01 Sleep Blackberry 50ct - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","94.75%","","Weigh Filler #2 (Rm 12)","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","94.75%","2032505","","2032505","100923","","","2019-Dec-26 02:44 PM","Reconciliation complete","","","No","MSI Portage","8.00000","82.29","0.00809","989.25000","0.00","0.00000","btl","8000.00000","10176.00000","-2176.00"
