"Job","Actual cost of labor and materials","Actual cost of labor and materials per unit","Actual gross margin","Actual gross profit","Actual Job end date","Actual Job start date","Actual Labor cost","Actual Labor cost per person hour","Actual Labor cost per unit","Actual labor margin","Actual labor profit","Actual machine cost","Actual machine cost per unit","Actual materials cost","Actual materials cost per unit","Actual person hours","Actual person hours payable","Actual person hours per unit","Actual person hours productive","Actual total cost","Actual total cost per unit","Actual total margin","Actual total profit","Actual units per person hour","Availability","Customer name","Duration","Estimate name","Expected cost of labor and materials","Expected cost of labor and materials per unit","Expected gross margin","Expected gross profit","Expected Labor cost","Expected Labor cost per unit","Expected Labor margin","Expected Labor profit","Expected materials cost","Expected materials cost per unit","Expected total charge","Expected total charge per unit","Expected total cost","Expected total cost per unit","Expected total margin","Expected total profit","Invoice ID","Invoiced","Invoice date","Item alternate code 1","Item alternate code 2","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Job comments","Job reference","Job status","Labor charge","Labor charge per person hour","Labor charge per unit","Labor percentage of charge","Line Efficiency","Line leader name","Line name","Machine hours","Machine Hours per unit","Machine hours productive","Materials charge","Materials charge per unit","Number of personnel","Number of Time Records","Overhead charge","Overhead charge per unit","Overhead cost","Overhead cost per unit","Performance","Project code","Project description","Project ID","Project reference 1","Project reference 2","Project Reference 3","Reconciliation completed at","Reconciliation status","Scenario name","Service Category","Signed Off","Site name","Standard people","Standard person hours","Standard Person Hours per unit","Standard units per hour","Total charge","Total charge per unit","Unit of measure","Units expected","Units produced","Units remaining"
"3904591","259.25","0.02460","0.00%","-259.25","2019-Dec-13 03:00 PM","2019-Dec-13 06:15 AM","259.25","12.20","0.02460","0.00%","-259.25","0.00","0.00000","0.00","0.00000","21.25","21.25","0.00091","9.56","259.25","0.02460","0.00%","-259.25","1102.94","44.97%","Noosa","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-259.25","","No","","1000789","","","","NOOSA-04","Noosa","1000789 Mate Topper Coconut Almond Chocolate","","Finished Good","","","Stopped","0.00","0.00","0.00000","","57.88%","","Lid Filling 1 (Rm 11)","","0.00000","0.00","0.00","0.00000","3.00","3","0.00","0.00000","0.00","0.00000","128.70%","2013111","","2013111","PO34132","","","2019-Dec-14 07:58 AM","Reconciliation complete","","","No","MSI Portage","4.00000","12.30","0.00117","3428.00000","0.00","0.00000","lid","20000.00000","10540.00000","9460.00"
"3904614","265.25","0.01472","0.00%","-265.25","2019-Dec-13 03:00 PM","2019-Dec-13 06:15 AM","265.25","12.20","0.01472","0.00%","-265.25","0.00","0.00000","0.00","0.00000","21.75","21.75","0.00117","21.00","265.25","0.01472","0.00%","-265.25","858.10","100.00%","Noosa","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-265.25","","No","","I000786","","","","NOOSA-03","Noosa","I000786 Mate Topper Banana Chocolate Peanut","","Finished Good","","","Stopped","0.00","0.00","0.00000","","100.11%","","Lid Filling 3 (Rm 11)","","0.00000","0.00","0.00","0.00000","3.00","3","0.00","0.00000","0.00","0.00000","100.11%","2013106","","2013106","PO34132","","","2019-Dec-14 07:07 AM","Reconciliation complete","","","No","MSI Portage","3.50000","21.02","0.00117","3000.00000","0.00","0.00000","lid","18000.00000","18020.00000","-20.00"
"3936136","195.00","0.01803","0.00%","-195.00","2019-Dec-13 03:00 PM","2019-Dec-13 06:15 AM","195.00","12.00","0.01803","0.00%","-195.00","0.00","0.00000","0.00","0.00000","17.25","16.25","0.00135","14.63","195.00","0.01803","0.00%","-195.00","739.33","95.92%","Daiya Foods","8.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-195.00","","No","","","","Solid Food","","DAIYA-05","Daiya Foods","Meatless Bacon bit pouches","","Finished Good","","","Stopped","0.00","0.00","0.00000","","83.83%","","Olsen Pouching Line (Rm 3)","","0.00000","0.00","0.00","0.00000","2.00","2","0.00","0.00000","0.00","0.00000","87.39%","2018264","Set aside approximately 436 #'s of bacon per customer request.","2018264","PO020174","","","2019-Dec-16 11:42 AM","Reconciliation complete","","","No","MSI Portage","2.00000","12.78","0.00118","1692.00000","0.00","0.00000","pch","20000.00000","10815.00000","9185.00"
"3939219","956.00","0.15760","0.00%","-956.00","2019-Dec-13 03:15 PM","2019-Dec-13 06:15 AM","956.00","12.42","0.15760","0.00%","-956.00","0.00","0.00000","0.00","0.00000","81.50","77.00","0.01067","64.75","956.00","0.15760","0.00%","-956.00","93.68","89.62%","Nestle Purina Pet Care Co.","9.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-956.00","","No","","12364794","","Bottles","","PURINA-24a","Nestle Purina Pet Care Co.","12364794 Friskies Beachside Canisters","","Finished Good","","","Stopped","0.00","0.00","0.00000","","63.13%","","Volumetric Filling Line #1 (Rm 9)","","0.00000","0.00","0.00","0.00000","10.00","10","0.00","0.00000","0.00","0.00000","70.44%","24A-NOVPO","RUN TO THE NUMBER","2009816","4561434904","","","2019-Dec-14 06:55 AM","Reconciliation complete","","","No","MSI Portage","8.00000","45.61","0.00752","1064.00000","0.00","0.00000","btl","6000.00000","6066.00000","-66.00"
"3935829","607.29","0.22593","0.00%","-607.29","2019-Dec-13 02:47 PM","2019-Dec-13 04:30 AM","607.29","12.40","0.22593","0.00%","-607.29","0.00","0.00000","0.00","0.00000","51.47","48.97","0.01682","45.22","607.29","0.22593","0.00%","-607.29","59.44","100.00%","Olly","10.29","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-607.29","","No","","10858158015981","182002-02","Pouches","","OLLY-71","Olly","700177.01 Goodbye Stress 10Ct. Travel Pack","","Finished Good","","","Stopped","0.00","0.00","0.00000","","62.56%","","Pouching Line 1 (Rm12)","","0.00000","0.00","0.00","0.00000","6.00","6","0.00","0.00000","0.00","0.00000","62.56%","2027464","","2027464","100923","","","2019-Dec-16 12:49 PM","Reconciliation complete","","","No","MSI Portage","8.00000","28.29","0.01053","760.00000","0.00","0.00000","pch","4000.00000","2688.00000","1312.00"
"3935892","756.17","0.28643","0.00%","-756.17","2019-Dec-13 10:50 AM","2019-Dec-13 04:30 AM","756.17","12.40","0.28643","0.00%","-756.17","0.00","0.00000","0.00","0.00000","61.00","61.00","0.02121","56.00","756.17","0.28643","0.00%","-756.17","47.14","100.00%","Olly","6.33","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-756.17","","No","","20858158015674","141587-54","Vitamin","","OLLY-04-BP","Olly","700134.01 Women's Multi Berry 108ct - Bonus Pack","Bonus Pack","Finished Good","","","Stopped","0.00","0.00","0.00000","","25.14%","","Weigh Filler #3 (Rm 12)","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","25.14%","2033958","","2033958","100923","","","2019-Dec-13 10:44 AM","Reconciliation complete","","","No","MSI Portage","8.00000","14.08","0.00533","1500.00000","0.00","0.00000","btl","4000.00000","2640.00000","1360.00"
"3938747","1165.67","0.11428","0.00%","-1165.67","2019-Dec-13 03:00 PM","2019-Dec-13 04:20 AM","1165.67","12.32","0.11428","0.00%","-1165.67","0.00","0.00000","0.00","0.00000","99.58","94.58","0.00834","85.10","1165.67","0.11428","0.00%","-1165.67","119.86","96.59%","Olly","10.67","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1165.67","","No","","20858158005125","141587-02-12","Vitamin","","OLLY-14-12PK","Olly","700073.01 Sleep Blackberry 50ct - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","93.63%","","Weigh Filler #2 (Rm 12)","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","96.93%","2032505","","2032505","100923","","","2019-Dec-26 02:44 PM","Reconciliation complete","","","No","MSI Portage","8.00000","82.49","0.00809","989.25000","0.00","0.00000","btl","8000.00000","10200.00000","-2200.00"
"3938738","1077.87","0.13209","0.00%","-1077.87","2019-Dec-13 02:55 PM","2019-Dec-13 04:15 AM","1077.87","12.39","0.13209","0.00%","-1077.87","0.00","0.00000","0.00","0.00000","91.18","87.01","0.00714","58.29","1077.87","0.13209","0.00%","-1077.87","139.98","68.60%","Olly","10.68","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1077.87","","No","","20858158005071","","Vitamin","","OLLY-02-12PK","Olly","700052.01 Beauty 60ct - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","86.40%","","Weigh Filler #1 (Rm 12)","","0.00000","0.00","0.00","0.00000","10.00","10","0.00","0.00000","0.00","0.00000","125.95%","2033965","Continue running unless instructed otherwise","2033965","100923","","","2019-Dec-17 11:33 PM","Reconciliation complete","","","No","MSI Portage","8.00000","73.42","0.00900","889.13000","0.00","0.00000","btl","7500.00000","8160.00000","-660.00"
"3939080","1003.39","0.25728","0.00%","-1003.39","2019-Dec-13 03:06 PM","2019-Dec-13 04:15 AM","1003.39","12.37","0.25728","0.00%","-1003.39","0.00","0.00000","0.00","0.00000","85.09","81.09","0.01566","61.09","1003.39","0.25728","0.00%","-1003.39","63.84","79.24%","Olly","10.85","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1003.39","","No","","10852933008052","141589-65-12","Vitamin","","OLLY-74-12PK","Olly","700174.01 Sunny Vitamin D 100ct - Large","Large","Finished Good","","","Stopped","0.00","0.00","0.00000","","68.83%","","Weigh Filler #5 (Rm 12)","","0.00000","0.00","0.00","0.00000","8.00","8","0.00","0.00000","0.00","0.00000","86.86%","2033975","run out gummies
more bottle labels should be arriving 12/16","2033975","100923","","","2019-Dec-15 09:46 AM","Reconciliation complete","","","No","MSI Portage","8.00000","53.06","0.01361","588.00000","0.00","0.00000","btl","5000.00000","3900.00000","1100.00"
"3939120","1234.00","0.09028","0.00%","-1234.00","2019-Dec-13 03:00 PM","2019-Dec-13 04:15 AM","1234.00","12.31","0.09028","0.00%","-1234.00","0.00","0.00000","0.00","0.00000","105.75","100.25","0.00622","85.00","1234.00","0.09028","0.00%","-1234.00","160.80","91.15%","Olly","10.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1234.00","","No","","10858158015257","141587-58-12","Vitamin","","OLLY-72-12PK","Olly","700173.01 Laser Focus 36ct - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","117.97%","","Weigh Filler #4 (Rm 12)","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","129.42%","2035132","run out labels","2035132","100923","","","2019-Dec-14 11:31 AM","Reconciliation complete","","","No","MSI Portage","8.00000","110.00","0.00805","994.00000","0.00","0.00000","btl","8000.00000","13668.00000","-5668.00"
"3930340","246.55","0.02762","0.00%","-246.55","2019-Dec-13 07:12 AM","2019-Dec-12 11:00 PM","246.55","12.20","0.02762","0.00%","-246.55","0.00","0.00000","0.00","0.00000","20.20","20.20","0.00172","15.37","246.55","0.02762","0.00%","-246.55","580.66","82.92%","Hometown Foods","8.20","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-246.55","","No","","250060","","Lids","","HTFOODS-15","Hometown Foods","250060 Confetti Lids","","Finished Good","","","Stopped","0.00","0.00","0.00000","","51.77%","","Lidding 2 (Rm 6)","","0.00000","0.00","0.00","0.00000","3.00","3","0.00","0.00000","0.00","0.00000","62.44%","LINE2-Confetti","325000 DUE BY 11/30
BALANCE DUE BY 12/7","2016378","","","","2019-Dec-26 06:53 AM","Reconciliation complete","","","No","MSI Portage","3.00000","9.60","0.00108","2790.00000","0.00","0.00000","lid","20000.00000","8925.00000","11075.00"
"3939684","282.00","0.01343","0.00%","-282.00","2019-Dec-13 07:00 AM","2019-Dec-12 11:00 PM","282.00","12.26","0.01343","0.00%","-282.00","0.00","0.00000","0.00","0.00000","23.00","23.00","0.00089","18.75","282.00","0.01343","0.00%","-282.00","1120.00","89.29%","Hometown Foods","8.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-282.00","","No","","250072","192119-01","Lids","","HTFOODS-03","Hometown Foods","250072 Fish Shape Aqua FF Lids","","Finished Good","","","Stopped","0.00","0.00","0.00000","","103.23%","","Lidding 4 (Rm 6)","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","115.62%","1st-250072","RUN AQUA AFTER PURPLE IS COMPLETED","2026943","Forecast","","","2019-Dec-18 02:00 PM","Reconciliation complete","","","No","MSI Portage","3.00000","21.68","0.00103","2906.00000","0.00","0.00000","lid","20000.00000","21000.00000","-1000.00"
"3939685","269.62","0.01605","0.00%","-269.62","2019-Dec-13 07:16 AM","2019-Dec-12 11:00 PM","269.62","12.24","0.01605","0.00%","-269.62","0.00","0.00000","0.00","0.00000","22.03","22.03","0.00119","20.03","269.62","0.01605","0.00%","-269.62","838.69","100.00%","Hometown Foods","8.28","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-269.62","","No","","250069","","Lids","","HTFOODS-04","Hometown Foods","250069 Rainbow Pastel FF Lids","","Finished Good","","","Stopped","0.00","0.00","0.00000","","90.18%","","Lidding 3 (Rm 6)","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","90.18%","LINE3-Pastel","200,000 due 11/30
balance due 12/7","2015403","","","","2020-Jan-04 06:38 AM","Reconciliation complete","","","No","MSI Portage","3.00000","18.06","0.00108","2790.00000","0.00","0.00000","lid","20000.00000","16800.00000","3200.00"
"3939686","796.00","0.12290","0.00%","-796.00","2019-Dec-13 07:00 AM","2019-Dec-12 11:00 PM","796.00","12.44","0.12290","0.00%","-796.00","0.00","0.00000","0.00","0.00000","64.00","64.00","0.00813","52.67","796.00","0.12290","0.00%","-796.00","122.98","89.77%","Nestle Purina Pet Care Co.","8.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-796.00","","No","","12364794","","Bottles","","PURINA-24a","Nestle Purina Pet Care Co.","12364794 Friskies Beachside Canisters","","Finished Good","","","Stopped","0.00","0.00","0.00000","","83.01%","","Volumetric Filling Line #1 (Rm 9)","","0.00000","0.00","0.00","0.00000","8.00","8","0.00","0.00000","0.00","0.00000","92.47%","24A-NOVPO","RUN TO THE NUMBER","2009816","4561434904","","","2019-Dec-14 06:55 AM","Reconciliation complete","","","No","MSI Portage","8.00000","48.70","0.00752","1064.00000","0.00","0.00000","btl","6000.00000","6477.00000","-477.00"
"3939680","838.63","0.05635","0.00%","-838.63","2019-Dec-13 07:05 AM","2019-Dec-12 10:45 PM","838.63","12.41","0.05635","0.00%","-838.63","0.00","0.00000","0.00","0.00000","67.58","67.58","0.00454","67.58","838.63","0.05635","0.00%","-838.63","220.20","100.00%","RX Bar","8.33","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-838.63","","No","","RXT006","182087-07","","","RXBAR-03-WIP","RX Bar","RXT009 Maple Oats Cup WIP","","Finished Good","","","Stopped","0.00","0.00","0.00000","","82.78%","","Cupfiller #2 - Inline (Rm 4)","","0.00000","0.00","0.00","0.00000","9.00","9","0.00","0.00000","0.00","0.00000","82.78%","03-WIP-1ST-DECPO","RUN TO THE NUMBER ONLY","2029007","6055","","","2019-Dec-13 11:12 AM","Reconciliation complete","","","No","MSI Portage","8.00000","55.95","0.00376","2128.00000","0.00","0.00000","cup","15000.00000","14882.00000","118.00"
"3939682","1281.70","0.10458","0.00%","-1281.70","2019-Dec-13 07:05 AM","2019-Dec-12 10:45 PM","623.00","12.38","0.05083","0.00%","-623.00","0.00","0.00000","658.70","0.05375","50.33","50.33","0.00378","46.33","1281.70","0.10458","0.00%","-1281.70","264.52","100.00%","Quaker","8.33","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1281.70","","No","","QO56269/003","","Cereal Pouches","","QUAKER-26A","Quaker","QO56269/003 QNC 2.64oz Oats & Honey 4ct Caddy","","Finished Good","","","Stopped","0.00","0.00","0.00000","","74.51%","","General Pouching #5 Vol Filler (Rm 6)","","0.00000","0.00","0.00","0.00000","7.00","7","0.00","0.00000","0.00","0.00000","74.51%","26a-12419","","2026948","","","","2019-Dec-20 11:34 PM","Reconciliation complete","","","No","MSI Portage","4.50000","34.52","0.00282","1597.50000","0.00","0.00000","pch","12000.00000","12256.00000","-256.00"
"3939117","348.00","0.12554","0.00%","-348.00","2019-Dec-13 01:30 AM","2019-Dec-12 09:30 PM","348.00","12.43","0.12554","0.00%","-348.00","0.00","0.00000","0.00","0.00000","28.00","28.00","0.00744","20.62","348.00","0.12554","0.00%","-348.00","134.45","73.63%","Olly","4.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-348.00","","No","","10858158015257","141587-58-12","Vitamin","","OLLY-72-12PK","Olly","700173.01 Laser Focus 36ct - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","79.68%","","Weigh Filler #4 (Rm 12)","","0.00000","0.00","0.00","0.00000","7.00","7","0.00","0.00000","0.00","0.00000","108.21%","2035132","run out labels","2035132","100923","","","2019-Dec-14 11:31 AM","Reconciliation complete","","","No","MSI Portage","8.00000","22.31","0.00805","994.00000","0.00","0.00000","btl","9940.00000","2772.00000","7168.00"
"3939422","734.46","0.00000","0.00%","-734.46","2019-Dec-13 12:00 AM","2019-Dec-12 06:45 PM","734.46","12.41","0.00000","0.00%","-734.46","0.00","0.00000","0.00","0.00000","59.17","59.17","0.00000","50.67","734.46","0.00000","0.00%","-734.46","0.00","100.00%","Phonomenal","5.25","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-734.46","","No","","","","Cups","","PHONOM-LRW","Phonomenal","Phonomenal General Rework","","Finished Good","","","Stopped","0.00","0.00","0.00000","","0.00%","","Rework Line","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","0.00%","2035230","Inspect PHO Bowl Ingredient sticker and verify if sticker is correct.  Separate Correct sticker bowls from incorrect.  Record hours in a job from this project and fill out Rework paper to be turned in to the quality office at the end of each shift.","2035230","","","","","Needs to be reconciled","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","cup","0.00000","0.00000","0.00"
"3934364","84.00","0.00797","0.00%","-84.00","2019-Dec-12 11:00 PM","2019-Dec-12 04:00 PM","84.00","12.00","0.00797","0.00%","-84.00","0.00","0.00000","0.00","0.00000","7.00","7.00","0.00056","5.88","84.00","0.00797","0.00%","-84.00","1792.01","88.25%","Hometown Foods","7.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-84.00","","No","","250080","","Pouches","","HTFOODS-40","Hometown Foods","250080 Rainbow Choc Chip","","Finished Good","","","Stopped","0.00","0.00","0.00000","","159.58%","","General Pouching #2 Vol Filler  (Rm 6)","","0.00000","0.00","0.00","0.00000","1.00","1","0.00","0.00000","0.00","0.00000","180.83%","1st-GP#2 Rainbow Choc. Chip","RUN 1ST","2030766","Forecast","RUN 1ST","","2020-Jan-02 06:32 PM","Reconciliation complete","","","No","MSI Portage","2.00000","10.64","0.00101","1982.00000","0.00","0.00000","pch","10000.00000","10543.00000","-543.00"
"3939196","15.00","0.00548","0.00%","-15.00","2019-Dec-12 05:15 PM","2019-Dec-12 04:00 PM","15.00","12.00","0.00548","0.00%","-15.00","0.00","0.00000","0.00","0.00000","1.25","1.25","0.00046","1.25","15.00","0.00548","0.00%","-15.00","2188.80","100.00%","Olly","1.25","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-15.00","","No","","10852933008434","141587-76-12","Vitamin","","OLLY-91-12PK","Olly","700230.01 Extra Strength Probiotic 50ct - Medium","Medium","Finished Good","","","Stopped","0.00","0.00","0.00000","","1829.24%","","Weigh Filler #4 (Rm 12)","","0.00000","0.00","0.00","0.00000","1.00","1","0.00","0.00000","0.00","0.00000","1829.24%","2033982","","2033982","100923","","","2019-Dec-12 06:13 PM","Reconciliation complete","","","No","MSI Portage","8.00000","22.87","0.00836","957.25000","0.00","0.00000","btl","7000.00000","2736.00000","4264.00"
"3938232","490.25","0.06228","0.00%","-490.25","2019-Dec-12 07:00 PM","2019-Dec-12 03:15 PM","490.25","12.41","0.06228","0.00%","-490.25","0.00","0.00000","0.00","0.00000","39.50","39.50","0.00337","26.50","490.25","0.06228","0.00%","-490.25","297.06","72.60%","Mars / Wrigley","3.75","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-490.25","","No","","10213091","","Gum","","MARS-20A","Mars / Wrigley","10213091 Extra Mixed Mint 40pc 6ct 4cs","Extra","Finished Good","","","Stopped","0.00","0.00","0.00000","","31.63%","","Bottling - Gum - Cub (Rm 7)","","0.00000","0.00","0.00","0.00000","12.00","12","0.00","0.00000","0.00","0.00000","43.57%","5thgumline","","2034844","","","","2019-Dec-13 12:04 PM","Reconciliation complete","","","No","MSI Portage","11.00000","11.55","0.00147","7500.00000","0.00","0.00000","btl","36000.00000","7872.00000","28128.00"
"3888104","543.71","0.00000","0.00%","-543.71","2019-Dec-12 09:20 PM","2019-Dec-12 03:00 PM","543.71","12.45","0.00000","0.00%","-543.71","0.00","0.00000","0.00","0.00000","43.67","43.67","0.00000","43.67","543.71","0.00000","0.00%","-543.71","0.00","100.00%","Mars / Wrigley","6.33","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-543.71","","No","","","","Gum","","MARS-LRW","Mars / Wrigley","Mars Labor Rework","","Finished Good","","","Stopped","0.00","0.00","0.00000","","0.00%","","Rework Line","","0.00000","0.00","0.00","0.00000","10.00","18","0.00","0.00000","0.00","0.00000","0.00%","2009378","EASTER TRUFFLES UNWRAPPED CANDY SORTING - LOG IN HOURS FOR EXTRA LINE WORKERS SORTING THROUGH TRUFFLES CANDY FOR OPEN WRAPPERS","2009378","","","","","Needs to be reconciled","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","btl","0.00000","0.00000","0.00"
"3925439","224.00","1.31765","0.00%","-224.00","2019-Dec-12 11:00 PM","2019-Dec-12 03:00 PM","224.00","14.00","1.31765","0.00%","-224.00","0.00","0.00000","0.00","0.00000","16.00","16.00","0.09412","16.00","224.00","1.31765","0.00%","-224.00","10.63","100.00%","RX Bar","8.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-224.00","","No","","","","Solid Food","","RXBAR-03-03B","RX Bar","Maple Powder Blend - Batch","","Batch","","","Stopped","0.00","0.00","0.00000","","0.00%","","Batching - Tumbler (Rm 4)","","0.00000","0.00","0.00","0.00000","2.00","2","0.00","0.00000","0.00","0.00000","0.00%","03-03B-DECPO","18 BATCHES","2028987","","","","2019-Dec-13 11:57 AM","Reconciliation complete","","","No","MSI Portage","0.00000","0.00","0.00000","0.00000","0.00","0.00000","lbs","773.00000","170.00000","603.00"
"3926720","296.00","0.01658","0.00%","-296.00","2019-Dec-12 11:00 PM","2019-Dec-12 03:00 PM","296.00","12.33","0.01658","0.00%","-296.00","0.00","0.00000","0.00","0.00000","24.00","24.00","0.00109","19.50","296.00","0.01658","0.00%","-296.00","915.38","88.64%","Hometown Foods","8.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-296.00","","No","","250072","192119-01","Lids","","HTFOODS-03","Hometown Foods","250072 Fish Shape Aqua FF Lids","","Finished Good","","","Stopped","0.00","0.00","0.00000","","83.76%","","Lidding 4 (Rm 6)","","0.00000","0.00","0.00","0.00000","3.00","3","0.00","0.00000","0.00","0.00000","94.50%","1st-250072","RUN AQUA AFTER PURPLE IS COMPLETED","2026943","Forecast","","","2019-Dec-18 02:00 PM","Reconciliation complete","","","No","MSI Portage","3.00000","18.43","0.00103","2906.00000","0.00","0.00000","lid","20000.00000","17850.00000","2150.00"
"3939132","6240.30","0.78317","0.00%","-6240.30","2019-Dec-12 11:00 PM","2019-Dec-12 03:00 PM","312.00","12.48","0.03916","0.00%","-312.00","0.00","0.00000","5928.30","0.74401","25.00","25.00","0.00227","18.05","6240.30","0.78317","0.00%","-6240.30","441.44","78.48%","Quaker","8.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-6240.30","","No","","QO56269/003","","Cereal Pouches","","QUAKER-26A","Quaker","QO56269/003 QNC 2.64oz Oats & Honey 4ct Caddy","","Finished Good","","","Stopped","0.00","0.00","0.00000","","97.59%","","General Pouching #5 Vol Filler (Rm 6)","","0.00000","0.00","0.00","0.00000","4.00","4","0.00","0.00000","0.00","0.00000","124.35%","26a-12419","","2026948","","","","2019-Dec-20 11:34 PM","Reconciliation complete","","","No","MSI Portage","4.50000","22.45","0.00282","1597.50000","0.00","0.00000","pch","12000.00000","7968.00000","4032.00"
"3939194","1088.00","0.04533","0.00%","-1088.00","2019-Dec-12 11:00 PM","2019-Dec-12 03:00 PM","1088.00","12.36","0.04533","0.00%","-1088.00","0.00","0.00000","0.00","0.00000","88.00","88.00","0.00286","68.75","1088.00","0.04533","0.00%","-1088.00","349.11","85.23%","Post Foods","8.00","","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00%","0.00","0.00","0.00000","0.00","0","0.00","0.00000","0.00%","-1088.00","","No","","27900","","Cups","","POST-12WIP","Post Foods","27900 2Oz HBO Strawberry Cup - WIP","","WIP","","","Stopped","0.00","0.00","0.00000","","60.90%","","Cup Filler #4 (Rm 1)","","0.00000","0.00","0.00","0.00000","11.00","11","0.00","0.00000","0.00","0.00000","71.46%","5TH-WIP-DECPO19","RUN TO THE NUMBER ONLY","2032576","","","","2019-Dec-12 10:51 PM","Reconciliation complete","","","No","MSI Portage","6.00000","49.13","0.00205","2931.25000","0.00","0.00000","cup","25000.00000","24001.00000","999.00"
