"Project ID","Created date","Customer name","Due date","Estimate name","Has Estimate","Has uninvoiced charge","Item category name","Item class","Item code","Item Customer","Item description","Item family name","Item type","Date last Job completed ","Performance","Planned end","Planned start","Project code","Project description","Project status","Reference 1","Reference 2","Reference 3","Scenario name","Site name","Standard people","Standard units per hour","Total charge","Uninvoiced total charge","Uninvoiced total charge per unit","Uninvoiced units produced","Unit of measure","Units expected","Units Produced","Units remaining"
"1965945","2019-Oct-06 11:02 AM","Keto Logic LLC","","KTO-165 - KETO","Yes","Yes","","","KETOLOG-NC-04","Keto Logic LLC","KTO-165 Ketologic Keto Crisps - Pizza","","Finished Good","2019-Oct-18 10:14 AM","100.00%","2019-Oct-28 10:27 AM","2019-Oct-14 03:43 PM","1965945","","Closed","","","","L - KTO-165","Newcomerstown","5.00","228.00000","1795.66","1795.66","1.07460","1671.00000","cases","2000.00000","1671.00000","329.00000"
"1965070","2019-Oct-04 08:50 AM","Mondelez","","00125460103300 - GUM2","Yes","Yes","","","MONDELZ-NC-04","Mondelez","00125460103300 2016 Dentyne Ice Peppermint 24/20Ct","","Finished Good","2019-Oct-09 08:30 AM","100.00%","2019-Oct-11 07:05 AM","2019-Oct-04 03:45 PM","1965070","","Closed","","","","L - 00125460103300","Newcomerstown","5.00","153.00000","20310.62","20310.62","4.18000","4859.00000","cases","9683.00000","4859.00000","4824.00000"
"1965065","2019-Oct-04 08:41 AM","Hills Pet Nutrition, Inc.","2019-Oct-11 08:41 AM","10898 - SUP6","Yes","Yes","","","HILLSPET-NC-15","Hills Pet Nutrition, Inc.","10898 Prescription Diet Canine Treats 6 X 11Oz Case","","Finished Good","2019-Oct-14 08:45 PM","100.00%","2019-Oct-10 10:53 PM","2019-Oct-04 03:45 PM","1965065","","Closed","","","","L - 10898","Newcomerstown","10.00","234.00000","20352.77","20352.77","1.85870","10950.00000","cases","11000.00000","10950.00000","50.00000"
"1965057","2019-Oct-04 08:36 AM","Keto Logic LLC","2019-Oct-11 08:36 AM","KTO-162 - KETO","Yes","Yes","","","KETOLOG-NC-03","Keto Logic LLC","KTO-162 Ketologic Keto Crisps - Krunch Buffalo","","Finished Good","2019-Oct-11 10:44 PM","100.00%","2019-Oct-14 08:23 AM","2019-Oct-04 03:45 PM","1965057","","Closed","","","","L - KTO-162","Newcomerstown","5.00","228.00000","4320.97","4320.97","1.07460","4021.00000","cases","4000.00000","4021.00000","-21.00000"
"1963566","2019-Oct-03 09:07 AM","Keto Logic LLC","2019-Oct-04 09:07 AM","KTO-160 - KETO","Yes","Yes","","","KETOLOG-NC-01","Keto Logic LLC","KTO-160 Ketologic Keto Crisps - Krunch Cheddar","","Finished Good","2019-Oct-05 04:11 PM","100.00%","","","1963566","","Closed","","","","L - KTO-160","Newcomerstown","5.00","228.00000","6117.70","6117.70","1.07460","5693.00000","cases","5000.00000","5693.00000","-693.00000"
"1961430","2019-Oct-01 01:17 PM","Mondelez","","704620020700 - SP1/SP2","Yes","Yes","","","MONDELZ-NC-09","Mondelez","704620020700 10Oz Sour Patch Strawberry Bag 12/Cs","","Finished Good","2019-Oct-08 10:11 AM","100.00%","2019-Oct-07 11:59 PM","2019-Oct-01 03:30 PM","1961430","","Closed","","","","L - 704620020700","Newcomerstown","6.00","192.00000","26283.46","26283.46","2.41000","10906.00000","cases","10650.00000","10906.00000","-256.00000"
"1960561","2019-Oct-01 09:25 AM","Nestle Purina Pet Care Co.","","12368585 - PURINA CANISTER","Yes","Yes","","","PURINA-NC-02","Nestle Purina Pet Care Co.","12368585 Friskies Kahuna 3X20Oz Cs","","Finished Good","2019-Oct-25 09:26 AM","100.00%","2019-Oct-24 04:50 PM","2019-Oct-22 07:44 AM","1960561","","Closed","","","","L - 12368585","Newcomerstown","10.00","420.00000","15480.33","15480.33","1.24500","12434.00000","cases","12420.00000","12434.00000","-14.00000"
"1959059","2019-Sep-30 09:10 AM","Hills Pet Nutrition, Inc.","2019-Oct-04 09:10 AM","603914 - MICROBAG","Yes","Yes","","","HILLSPET-39","Hills Pet Nutrition, Inc.","603914 Science Diet Puppy Chicken 6 X 1Lb Case","","Finished Good","2019-Oct-09 05:10 PM","100.00%","2019-Oct-08 02:05 PM","2019-Oct-03 09:03 AM","1959059","RUN OUT BULK","Closed","","","","L - 603914","Newcomerstown","7.00","186.00000","4796.67","4796.67","1.58830","3020.00000","cases","3200.00000","3020.00000","180.00000"
"1958843","2019-Sep-30 06:21 AM","Mondelez","","704620020700 - SP1/SP2","Yes","Yes","","","MONDELZ-NC-09","Mondelez","704620020700 10Oz Sour Patch Strawberry Bag 12/Cs","","Finished Good","2019-Oct-01 07:36 AM","100.00%","","","1958843","","Closed","","","","L - 704620020700","Newcomerstown","6.00","192.00000","6837.17","6837.17","2.41000","2837.00000","cases","4464.00000","2837.00000","1627.00000"
"1958842","2019-Sep-30 06:15 AM","Mondelez","","704620020700 - SP1/SP2","Yes","Yes","","","MONDELZ-NC-09","Mondelez","704620020700 10Oz Sour Patch Strawberry Bag 12/Cs","","Finished Good","2019-Sep-30 04:00 PM","100.00%","","","1958842","","Closed","","","","L - 704620020700","Newcomerstown","6.00","192.00000","2814.88","2814.88","2.41000","1168.00000","cases","4464.00000","1168.00000","3296.00000"
